Nama_File,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg
istockphoto-176810394-612x612.jpg,0.18,0.0684,0.9734,0.7481,0.9831,0.5596,0.1004,0.9822,0.75,0.2007,0.9688,0.7471,0.1656,0.9729,0.7483,0.2536,0.9698,0.747
istockphoto-177100013-612x612.jpg,0.4129,0.1631,0.9347,0.573,0.9801,0.3283,0.2358,0.9564,0.5768,0.6085,0.9235,0.5711,0.3767,0.9332,0.5733,0.4307,0.9258,0.5707
istockphoto-177100013-612x612.jpg,0.4129,0.1631,0.9347,0.573,0.9801,0.3283,0.2358,0.9564,0.5768,0.6085,0.9235,0.5711,0.3767,0.9332,0.5733,0.4307,0.9258,0.5707
istockphoto-178377154-612x612.jpg,0.566,0.1827,0.932,0.6046,0.9875,0.3655,0.4171,0.9484,0.6073,0.8846,0.9145,0.6026,0.4384,0.9335,0.605,0.5237,0.9316,0.6033
istockphoto-178377154-612x612.jpg,0.566,0.1827,0.932,0.6046,0.9875,0.3655,0.4171,0.9484,0.6073,0.8846,0.9145,0.6026,0.4384,0.9335,0.605,0.5237,0.9316,0.6033
istockphoto-178564443-612x612.jpg,0.293,0.1177,0.9526,0.6323,0.9903,0.3998,0.1969,0.9703,0.6354,0.3371,0.9453,0.6309,0.2417,0.9512,0.6325,0.3964,0.9437,0.6305
istockphoto-178564443-612x612.jpg,0.293,0.1177,0.9526,0.6323,0.9903,0.3998,0.1969,0.9703,0.6354,0.3371,0.9453,0.6309,0.2417,0.9512,0.6325,0.3964,0.9437,0.6305
istockphoto-179066874-612x612.jpg,0.6021,0.1872,0.9319,0.6855,0.99,0.47,0.4029,0.9459,0.6874,0.5318,0.9347,0.6853,0.5175,0.9314,0.6858,0.956,0.9158,0.6837
istockphoto-179066874-612x612.jpg,0.6021,0.1872,0.9319,0.6855,0.99,0.47,0.4029,0.9459,0.6874,0.5318,0.9347,0.6853,0.5175,0.9314,0.6858,0.956,0.9158,0.6837
istockphoto-184758160-612x612.jpg,0.966,0.2315,0.9227,0.5693,0.9835,0.3241,0.7134,0.9396,0.5724,1.0273,0.9196,0.5683,0.7475,0.9258,0.5696,1.3758,0.9058,0.5668
