Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-172932390-612x612.jpg,212.38,212.27,193.86,68.3,65.26,90.84,19.07,47.91,218.57,31.43,80.25,59.9,-1.36,-1.29,-1.08,0.51,0.42,-0.47
istockphoto-172932390-612x612.jpg,212.38,212.27,193.86,68.3,65.26,90.84,19.07,47.91,218.57,31.43,80.25,59.9,-1.36,-1.29,-1.08,0.51,0.42,-0.47
istockphoto-173935152-612x612.jpg,213.5,215.22,205.45,67.0,62.75,77.8,23.0,29.56,217.9,35.67,56.85,60.59,-1.45,-1.38,-1.3,0.85,0.62,0.22
istockphoto-173935152-612x612.jpg,213.5,215.22,205.45,67.0,62.75,77.8,23.0,29.56,217.9,35.67,56.85,60.59,-1.45,-1.38,-1.3,0.85,0.62,0.22
istockphoto-174841598-612x612.jpg,217.26,209.16,187.39,65.11,65.82,93.91,14.9,59.89,225.46,27.62,86.93,47.85,-1.81,-1.05,-0.86,2.29,-0.36,-1.0
istockphoto-174841598-612x612.jpg,217.26,209.16,187.39,65.11,65.82,93.91,14.9,59.89,225.46,27.62,86.93,47.85,-1.81,-1.05,-0.86,2.29,-0.36,-1.0
istockphoto-176123145-612x612.jpg,234.1,224.39,211.69,45.9,58.1,76.99,10.95,34.52,234.3,25.86,68.43,45.7,-2.71,-2.04,-1.64,7.4,3.39,1.28
istockphoto-176123145-612x612.jpg,234.1,224.39,211.69,45.9,58.1,76.99,10.95,34.52,234.3,25.86,68.43,45.7,-2.71,-2.04,-1.64,7.4,3.39,1.28
istockphoto-178499769-612x612.jpg,220.2,213.06,189.0,58.94,63.23,93.8,12.68,52.82,221.56,21.97,83.33,56.91,-1.53,-1.21,-0.93,1.08,0.11,-0.82
istockphoto-178499769-612x612.jpg,220.2,213.06,189.0,58.94,63.23,93.8,12.68,52.82,221.56,21.97,83.33,56.91,-1.53,-1.21,-0.93,1.08,0.11,-0.82
istockphoto-178740379-612x612.jpg,218.3,216.05,205.55,62.6,66.07,81.64,12.68,31.77,220.74,24.03,61.58,58.85,-1.46,-1.44,-1.27,0.82,0.72,-0.02
istockphoto-178740379-612x612.jpg,218.3,216.05,205.55,62.6,66.07,81.64,12.68,31.77,220.74,24.03,61.58,58.85,-1.46,-1.44,-1.27,0.82,0.72,-0.02
istockphoto-178782647-612x612.jpg,213.44,213.16,194.49,71.56,68.7,94.28,13.93,48.08,217.74,24.86,79.2,64.79,-1.44,-1.32,-1.06,0.48,0.22,-0.68
istockphoto-178782647-612x612.jpg,213.44,213.16,194.49,71.56,68.7,94.28,13.93,48.08,217.74,24.86,79.2,64.79,-1.44,-1.32,-1.06,0.48,0.22,-0.68
istockphoto-182231981-612x612.jpg,228.17,221.01,206.95,48.53,58.08,77.85,11.1,35.39,229.05,22.79,64.76,47.17,-1.75,-1.6,-1.32,2.05,1.49,0.26
istockphoto-182231981-612x612.jpg,228.17,221.01,206.95,48.53,58.08,77.85,11.1,35.39,229.05,22.79,64.76,47.17,-1.75,-1.6,-1.32,2.05,1.49,0.26
istockphoto-182473485-612x612.jpg,221.56,216.97,197.89,57.68,60.84,87.21,13.61,44.5,224.61,24.03,74.45,52.56,-1.57,-1.34,-1.11,1.22,0.44,-0.43
istockphoto-182473485-612x612.jpg,221.56,216.97,197.89,57.68,60.84,87.21,13.61,44.5,224.61,24.03,74.45,52.56,-1.57,-1.34,-1.11,1.22,0.44,-0.43
istockphoto-185144690-612x612.jpg,230.56,225.64,203.8,45.14,48.97,80.75,14.26,41.28,231.98,26.45,71.21,43.16,-1.98,-1.68,-1.3,3.23,1.98,0.19
istockphoto-185144690-612x612.jpg,230.56,225.64,203.8,45.14,48.97,80.75,14.26,41.28,231.98,26.45,71.21,43.16,-1.98,-1.68,-1.3,3.23,1.98,0.19
istockphoto-186807261-612x612.jpg,224.58,214.22,192.85,50.78,67.4,92.5,14.65,53.02,225.44,30.03,85.33,49.86,-1.71,-1.64,-1.06,2.28,1.69,-0.55
