Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-1326454417-612x612.jpg,241.12,232.27,220.49,29.74,49.72,72.31,4.74,29.31,241.13,12.29,63.92,29.75,-2.03,-2.09,-1.81,2.87,3.04,1.58
istockphoto-1326454417-612x612.jpg,241.12,232.27,220.49,29.74,49.72,72.31,4.74,29.31,241.13,12.29,63.92,29.75,-2.03,-2.09,-1.81,2.87,3.04,1.58
istockphoto-1366928819-612x612.jpg,241.34,244.21,209.78,37.9,26.31,87.95,11.68,43.3,244.44,22.25,85.88,26.16,-4.21,-3.23,-1.55,19.84,11.45,0.55
istockphoto-1366928819-612x612.jpg,241.34,244.21,209.78,37.9,26.31,87.95,11.68,43.3,244.44,22.25,85.88,26.16,-4.21,-3.23,-1.55,19.84,11.45,0.55
istockphoto-1393602097-612x612.jpg,249.7,231.85,201.55,12.59,37.51,82.15,7.59,51.99,249.72,13.82,80.19,12.59,-5.26,-1.46,-1.06,49.33,1.29,-0.61
istockphoto-1393602097-612x612.jpg,249.7,231.85,201.55,12.59,37.51,82.15,7.59,51.99,249.72,13.82,80.19,12.59,-5.26,-1.46,-1.06,49.33,1.29,-0.61
istockphoto-140477023-612x612.jpg,232.66,230.92,203.53,39.6,42.3,89.45,19.26,45.62,232.82,16.77,86.33,39.62,-1.99,-1.86,-1.51,3.4,2.6,0.48
istockphoto-140477023-612x612.jpg,232.66,230.92,203.53,39.6,42.3,89.45,19.26,45.62,232.82,16.77,86.33,39.62,-1.99,-1.86,-1.51,3.4,2.6,0.48
istockphoto-144292180-612x612.jpg,243.56,244.16,221.4,30.13,29.53,78.72,7.01,31.32,244.51,15.98,75.72,28.15,-3.21,-3.62,-2.06,11.55,15.91,2.43
istockphoto-144292180-612x612.jpg,243.56,244.16,221.4,30.13,29.53,78.72,7.01,31.32,244.51,15.98,75.72,28.15,-3.21,-3.62,-2.06,11.55,15.91,2.43
istockphoto-147083227-612x612.jpg,239.32,241.51,203.08,25.7,21.81,84.06,13.59,47.19,241.88,20.34,81.25,21.19,-1.89,-2.29,-1.31,3.7,9.26,0.09
istockphoto-147083227-612x612.jpg,239.32,241.51,203.08,25.7,21.81,84.06,13.59,47.19,241.88,20.34,81.25,21.19,-1.89,-2.29,-1.31,3.7,9.26,0.09
istockphoto-147083228-612x612.jpg,233.29,235.41,185.73,28.25,25.43,91.21,15.62,62.2,235.92,17.86,88.3,24.55,-1.3,-1.69,-0.85,1.73,6.07,-0.96
istockphoto-147083228-612x612.jpg,233.29,235.41,185.73,28.25,25.43,91.21,15.62,62.2,235.92,17.86,88.3,24.55,-1.3,-1.69,-0.85,1.73,6.07,-0.96
istockphoto-155273577-612x612.jpg,239.34,240.1,210.11,29.13,28.67,69.06,11.68,38.14,240.63,19.26,59.16,27.54,-2.21,-2.45,-1.13,4.95,6.81,-0.3
istockphoto-155273577-612x612.jpg,239.34,240.1,210.11,29.13,28.67,69.06,11.68,38.14,240.63,19.26,59.16,27.54,-2.21,-2.45,-1.13,4.95,6.81,-0.3
istockphoto-1675181598-612x612.jpg,215.51,217.84,201.74,60.16,57.21,81.59,17.99,33.38,218.83,30.35,52.47,56.3,-1.05,-1.13,-0.99,-0.63,-0.26,-0.91
istockphoto-1675181598-612x612.jpg,215.51,217.84,201.74,60.16,57.21,81.59,17.99,33.38,218.83,30.35,52.47,56.3,-1.05,-1.13,-0.99,-0.63,-0.26,-0.91
istockphoto-175545299-612x612.jpg,218.45,218.15,177.52,49.65,50.57,99.75,14.09,65.17,219.01,18.44,89.05,49.16,-1.16,-1.23,-0.62,0.73,1.01,-1.52
istockphoto-175545299-612x612.jpg,218.45,218.15,177.52,49.65,50.57,99.75,14.09,65.17,219.01,18.44,89.05,49.16,-1.16,-1.23,-0.62,0.73,1.01,-1.52
istockphoto-177284411-612x612.jpg,241.99,241.82,218.15,31.14,32.34,78.52,6.88,33.6,242.8,16.42,74.32,30.12,-2.83,-3.03,-1.87,8.84,10.44,1.82
istockphoto-177284411-612x612.jpg,241.99,241.82,218.15,31.14,32.34,78.52,6.88,33.6,242.8,16.42,74.32,30.12,-2.83,-3.03,-1.87,8.84,10.44,1.82
istockphoto-178501930-612x612.jpg,234.6,230.53,186.2,35.87,40.55,104.94,10.81,66.03,235.39,17.15,102.91,34.57,-2.19,-1.83,-0.97,6.03,3.89,-0.95
istockphoto-178501930-612x612.jpg,234.6,230.53,186.2,35.87,40.55,104.94,10.81,66.03,235.39,17.15,102.91,34.57,-2.19,-1.83,-0.97,6.03,3.89,-0.95
istockphoto-181877576-612x612.jpg,231.31,230.02,194.66,40.37,44.79,98.87,10.57,56.98,232.37,17.11,97.13,39.51,-1.49,-1.72,-1.21,0.81,1.76,-0.35
