Nama_File,Area,Perimeter,Circularity,Aspect_Ratio,Solidity,Extent
istockphoto-1063364654-612x612.jpg,301223.0,2208.0,0.7764256162474715,0.81,1.0,0.9963450292397661
istockphoto-1063364654-612x612.jpg,301223.0,2208.0,0.7764256162474715,0.81,1.0,0.9963450292397661
istockphoto-1076679510-612x612.jpg,298168.0,2198.0,0.7755602109416712,0.8,1.0,0.9963243647834048
istockphoto-1076679510-612x612.jpg,298168.0,2198.0,0.7755602109416712,0.8,1.0,0.9963243647834048
istockphoto-1087019400-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1087019400-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1087020114-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-1087020114-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-1087030692-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1087030692-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1095545676-612x612.jpg,295724.0,2190.0,0.7748331735286487,0.79,1.0,0.9963075264470049
istockphoto-1095545676-612x612.jpg,295724.0,2190.0,0.7748331735286487,0.79,1.0,0.9963075264470049
istockphoto-1129868297-612x612.jpg,330551.0,2304.0,0.7824982768771397,0.89,1.0,0.9965240093577407
istockphoto-1129868297-612x612.jpg,330551.0,2304.0,0.7824982768771397,0.89,1.0,0.9965240093577407
istockphoto-1132339646-612x612.jpg,294502.0,2186.0,0.7744578697738844,0.79,1.0,0.9962990026928645
istockphoto-1132339646-612x612.jpg,294502.0,2186.0,0.7744578697738844,0.79,1.0,0.9962990026928645
istockphoto-1133583592-612x612.jpg,310999.0,2240.0,0.7788840670230963,0.83,1.0,0.9964084326541074
istockphoto-1133583592-612x612.jpg,310999.0,2240.0,0.7788840670230963,0.83,1.0,0.9964084326541074
istockphoto-1134196638-612x612.jpg,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255
istockphoto-1134196638-612x612.jpg,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255
istockphoto-1135477663-612x612.jpg,262730.0,2082.0,0.7616546178050979,0.7,1.0,0.9960496186100116
istockphoto-1135477663-612x612.jpg,262730.0,2082.0,0.7616546178050979,0.7,1.0,0.9960496186100116
istockphoto-1185499614-612x612.jpg,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721
istockphoto-1185499614-612x612.jpg,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721
istockphoto-1226207985-612x612.jpg,351936.0,2374.0,0.7847153146263526,0.94,1.0,0.996635742685289
istockphoto-1226207985-612x612.jpg,351936.0,2374.0,0.7847153146263526,0.94,1.0,0.996635742685289
istockphoto-123692448-612x612.jpg,332384.0,2310.0,0.7827552951187495,1.12,1.0,0.9965341488277268
istockphoto-123692448-612x612.jpg,332384.0,2310.0,0.7827552951187495,1.12,1.0,0.9965341488277268
istockphoto-1279302542-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-1279302542-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-1301925621-612x612.jpg,274950.0,2122.0,0.7673134818525316,0.74,1.0,0.9961523412025564
istockphoto-1301925621-612x612.jpg,274950.0,2122.0,0.7673134818525316,0.74,1.0,0.9961523412025564
istockphoto-1326454417-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1326454417-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-1366928819-612x612.jpg,359268.0,2398.0,0.7851091571791463,0.96,1.0,0.9966709943739805
istockphoto-1366928819-612x612.jpg,359268.0,2398.0,0.7851091571791463,0.96,1.0,0.9966709943739805
istockphoto-1393602097-612x612.jpg,317109.0,2260.0,0.7801921096305158,0.85,1.0,0.9964460784313726
istockphoto-1393602097-612x612.jpg,317109.0,2260.0,0.7801921096305158,0.85,1.0,0.9964460784313726
istockphoto-140477023-612x612.jpg,255398.0,2058.0,0.7577686173292553,0.68,1.0,0.9959832779571653
istockphoto-140477023-612x612.jpg,255398.0,2058.0,0.7577686173292553,0.68,1.0,0.9959832779571653
istockphoto-144292180-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-144292180-612x612.jpg,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604
istockphoto-147083227-612x612.jpg,249899.0,2040.0,0.7545952158202958,0.67,1.0,0.9959309740156225
istockphoto-147083227-612x612.jpg,249899.0,2040.0,0.7545952158202958,0.67,1.0,0.9959309740156225
istockphoto-147083228-612x612.jpg,290836.0,2174.0,0.7732838632356139,0.78,1.0,0.9962730025623108
istockphoto-147083228-612x612.jpg,290836.0,2174.0,0.7732838632356139,0.78,1.0,0.9962730025623108
istockphoto-155273577-612x612.jpg,279227.0,2136.0,0.7690680643962577,0.75,1.0,0.9961861746154066
istockphoto-155273577-612x612.jpg,279227.0,2136.0,0.7690680643962577,0.75,1.0,0.9961861746154066
istockphoto-1675181598-612x612.jpg,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721
istockphoto-1675181598-612x612.jpg,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721
istockphoto-175545299-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-175545299-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-177284411-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-177284411-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-178501930-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-178501930-612x612.jpg,248677.0,2036.0,0.753858673847898,0.67,1.0,0.9959190375496604
istockphoto-181877576-612x612.jpg,273117.0,2116.0,0.7665266711905006,0.73,1.0,0.9961375175070029
istockphoto-181877576-612x612.jpg,273117.0,2116.0,0.7665266711905006,0.73,1.0,0.9961375175070029
istockphoto-184977324-612x612.jpg,340938.0,2338.0,0.7837837580097755,0.91,1.0,0.9965800273597811
istockphoto-184977324-612x612.jpg,340938.0,2338.0,0.7837837580097755,0.91,1.0,0.9965800273597811
istockphoto-2220579022-612x612.jpg,311610.0,2242.0,0.7790225583799314,0.83,1.0,0.9964122635355512
istockphoto-2220579022-612x612.jpg,311610.0,2242.0,0.7790225583799314,0.83,1.0,0.9964122635355512
istockphoto-2242248675-612x612.jpg,306111.0,2224.0,0.7777127775340184,0.82,1.0,0.9963772361534255
istockphoto-2242248675-612x612.jpg,306111.0,2224.0,0.7777127775340184,0.82,1.0,0.9963772361534255
istockphoto-465341926-612x612.jpg,298779.0,2200.0,0.7757371168982684,0.8,1.0,0.996328531412565
istockphoto-465341926-612x612.jpg,298779.0,2200.0,0.7757371168982684,0.8,1.0,0.996328531412565
