Nama_File,Contrast,Correlation,Energy,Homogeneity,Dissimilarity,Entropy,FFT_Mean,FFT_Std,Gabor_Mean
istockphoto-1063364654-612x612.jpg,847.6,0.1234565067527235,0.347395495673043,0.0,29.11,3.62,2217.46,130630.29,0.0
istockphoto-1063364654-612x612.jpg,847.6,0.1234565067527235,0.347395495673043,0.0,29.11,3.62,2217.46,130630.29,0.0
istockphoto-1076679510-612x612.jpg,1644.13,0.1784634407207484,0.3240671723681726,0.0,40.55,3.97,2921.88,126223.63,-0.0
istockphoto-1076679510-612x612.jpg,1644.13,0.1784634407207484,0.3240671723681726,0.0,40.55,3.97,2921.88,126223.63,-0.0
istockphoto-1087019400-612x612.jpg,1686.68,0.17253145685644,0.6494920041147583,0.0,41.07,2.11,2154.69,120685.18,-0.0
istockphoto-1087019400-612x612.jpg,1686.68,0.17253145685644,0.6494920041147583,0.0,41.07,2.11,2154.69,120685.18,-0.0
istockphoto-1087020114-612x612.jpg,1980.93,0.1971959590170202,0.3723352416800268,0.0,44.51,3.75,2348.44,114930.73,0.0
istockphoto-1087020114-612x612.jpg,1980.93,0.1971959590170202,0.3723352416800268,0.0,44.51,3.75,2348.44,114930.73,0.0
istockphoto-1087030692-612x612.jpg,1305.49,0.1500375728455122,0.6679457865388175,0.0,36.13,2.01,2290.75,121660.66,0.0
istockphoto-1087030692-612x612.jpg,1305.49,0.1500375728455122,0.6679457865388175,0.0,36.13,2.01,2290.75,121660.66,0.0
istockphoto-1095545676-612x612.jpg,1789.89,0.1895270081849048,0.1838960045866051,0.0,42.31,5.0,3221.19,123738.5,-0.0
istockphoto-1095545676-612x612.jpg,1789.89,0.1895270081849048,0.1838960045866051,0.0,42.31,5.0,3221.19,123738.5,-0.0
istockphoto-1129868297-612x612.jpg,837.34,0.122655613510012,0.4088274447622836,0.0,28.94,3.04,2935.03,136861.26,0.0
istockphoto-1129868297-612x612.jpg,837.34,0.122655613510012,0.4088274447622836,0.0,28.94,3.04,2935.03,136861.26,0.0
istockphoto-1132339646-612x612.jpg,950.31,0.1298446150546521,0.5062739101824781,0.0,30.83,2.74,2108.19,130146.07,0.0
istockphoto-1132339646-612x612.jpg,950.31,0.1298446150546521,0.5062739101824781,0.0,30.83,2.74,2108.19,130146.07,0.0
istockphoto-1133583592-612x612.jpg,1623.5,0.1790066227882242,0.3504896744137142,0.0,40.29,3.65,2469.83,127728.05,0.0
istockphoto-1133583592-612x612.jpg,1623.5,0.1790066227882242,0.3504896744137142,0.0,40.29,3.65,2469.83,127728.05,0.0
istockphoto-1134196638-612x612.jpg,641.88,0.1063123205821948,0.4082579210673454,0.0,25.34,3.05,2510.12,145563.59,0.0
