Nama_File,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B
istockphoto-2149491226-612x612.jpg,244.43,230.74,194.86,36.81,41.39,94.53,8.1,58.7,245.76,15.52,93.01,31.14,-4.26,-1.67,-1.03,17.6,2.22,-0.77
istockphoto-2149491920-612x612.jpg,241.61,223.59,197.38,34.91,48.09,83.97,7.75,53.9,242.56,14.97,78.67,31.18,-3.46,-1.18,-0.91,11.48,-0.06,-0.93
istockphoto-2149491920-612x612.jpg,241.61,223.59,197.38,34.91,48.09,83.97,7.75,53.9,242.56,14.97,78.67,31.18,-3.46,-1.18,-0.91,11.48,-0.06,-0.93
istockphoto-2195988779-612x612.jpg,240.83,227.19,201.33,44.46,48.24,89.33,8.74,50.74,243.59,18.05,86.3,34.34,-3.7,-1.5,-1.2,12.79,0.96,-0.37
istockphoto-2195988779-612x612.jpg,240.83,227.19,201.33,44.46,48.24,89.33,8.74,50.74,243.59,18.05,86.3,34.34,-3.7,-1.5,-1.2,12.79,0.96,-0.37
istockphoto-2204068631-612x612.jpg,239.82,237.91,222.05,42.93,39.87,70.68,7.32,27.09,241.78,17.93,59.77,36.96,-2.9,-2.34,-1.79,6.91,4.52,1.44
istockphoto-2204068631-612x612.jpg,239.82,237.91,222.05,42.93,39.87,70.68,7.32,27.09,241.78,17.93,59.77,36.96,-2.9,-2.34,-1.79,6.91,4.52,1.44
istockphoto-2211104455-612x612.jpg,242.61,234.8,206.37,40.45,35.61,76.61,9.54,45.71,245.74,18.34,72.65,29.01,-3.61,-1.8,-1.12,12.06,2.53,-0.35
istockphoto-2211104455-612x612.jpg,242.61,234.8,206.37,40.45,35.61,76.61,9.54,45.71,245.74,18.34,72.65,29.01,-3.61,-1.8,-1.12,12.06,2.53,-0.35
istockphoto-2215332555-612x612.jpg,246.29,238.71,213.94,31.53,32.27,78.91,7.92,37.92,248.5,18.05,75.56,22.96,-3.98,-1.81,-1.55,15.23,2.07,0.7
istockphoto-2215332555-612x612.jpg,246.29,238.71,213.94,31.53,32.27,78.91,7.92,37.92,248.5,18.05,75.56,22.96,-3.98,-1.81,-1.55,15.23,2.07,0.7
istockphoto-2218376023-612x612.jpg,246.86,234.02,186.93,23.7,27.88,82.44,12.84,65.96,248.22,19.17,80.18,18.91,-3.56,-1.25,-0.54,12.19,1.73,-1.45
istockphoto-2218376023-612x612.jpg,246.86,234.02,186.93,23.7,27.88,82.44,12.84,65.96,248.22,19.17,80.18,18.91,-3.56,-1.25,-0.54,12.19,1.73,-1.45
istockphoto-2227962460-612x612.jpg,224.76,218.24,161.3,49.58,43.43,103.97,14.77,89.45,230.15,19.1,101.28,39.27,-1.46,-0.74,-0.37,0.61,-0.75,-1.63
istockphoto-2227962460-612x612.jpg,224.76,218.24,161.3,49.58,43.43,103.97,14.77,89.45,230.15,19.1,101.28,39.27,-1.46,-0.74,-0.37,0.61,-0.75,-1.63
istockphoto-469591494-612x612.jpg,252.92,244.87,232.12,17.51,30.39,67.33,3.29,22.55,253.15,13.18,66.51,15.65,-9.43,-2.92,-2.66,89.51,7.59,5.22
istockphoto-469591494-612x612.jpg,252.92,244.87,232.12,17.51,30.39,67.33,3.29,22.55,253.15,13.18,66.51,15.65,-9.43,-2.92,-2.66,89.51,7.59,5.22
istockphoto-494835429-612x612.jpg,239.89,236.71,197.3,41.51,33.65,87.39,12.9,53.68,242.98,21.53,82.68,30.32,-3.55,-2.25,-0.99,11.89,4.93,-0.83
istockphoto-494835429-612x612.jpg,239.89,236.71,197.3,41.51,33.65,87.39,12.9,53.68,242.98,21.53,82.68,30.32,-3.55,-2.25,-0.99,11.89,4.93,-0.83
istockphoto-514853138-612x612.jpg,245.07,228.63,180.46,26.6,36.47,96.24,11.44,72.99,246.35,17.87,95.0,22.69,-3.49,-1.28,-0.73,12.54,1.15,-1.17
istockphoto-514853138-612x612.jpg,245.07,228.63,180.46,26.6,36.47,96.24,11.44,72.99,246.35,17.87,95.0,22.69,-3.49,-1.28,-0.73,12.54,1.15,-1.17
istockphoto-514853306-612x612.jpg,244.69,237.51,195.91,28.56,27.8,88.72,10.92,57.58,246.92,19.23,87.0,22.57,-2.89,-1.51,-1.02,7.55,1.97,-0.65
istockphoto-514853306-612x612.jpg,244.69,237.51,195.91,28.56,27.8,88.72,10.92,57.58,246.92,19.23,87.0,22.57,-2.89,-1.51,-1.02,7.55,1.97,-0.65
istockphoto-518802266-612x612.jpg,239.18,230.21,202.7,44.6,43.55,83.65,8.82,48.82,240.98,16.86,79.38,38.22,-3.36,-1.87,-1.14,9.97,3.01,-0.4
istockphoto-518802266-612x612.jpg,239.18,230.21,202.7,44.6,43.55,83.65,8.82,48.82,240.98,16.86,79.38,38.22,-3.36,-1.87,-1.14,9.97,3.01,-0.4
istockphoto-579128056-612x612.jpg,232.6,218.92,148.87,43.09,37.53,115.14,63.48,101.78,237.14,69.02,114.2,33.15,-1.94,-0.8,-0.31,2.2,0.27,-1.82
istockphoto-579128056-612x612.jpg,232.6,218.92,148.87,43.09,37.53,115.14,63.48,101.78,237.14,69.02,114.2,33.15,-1.94,-0.8,-0.31,2.2,0.27,-1.82
istockphoto-811121870-612x612.jpg,248.13,237.54,202.08,28.71,32.27,84.43,8.66,52.12,248.57,16.68,83.35,26.73,-4.61,-2.24,-1.13,20.4,5.35,-0.41
istockphoto-811121870-612x612.jpg,248.13,237.54,202.08,28.71,32.27,84.43,8.66,52.12,248.57,16.68,83.35,26.73,-4.61,-2.24,-1.13,20.4,5.35,-0.41
istockphoto-813739486-612x612.jpg,238.19,237.22,206.26,42.97,37.22,96.72,7.56,46.82,241.67,16.37,94.47,33.16,-2.55,-1.95,-1.52,5.0,2.74,0.36
istockphoto-813739486-612x612.jpg,238.19,237.22,206.26,42.97,37.22,96.72,7.56,46.82,241.67,16.37,94.47,33.16,-2.55,-1.95,-1.52,5.0,2.74,0.36
istockphoto-943109786-612x612.jpg,232.86,230.54,217.94,26.55,25.15,57.22,55.16,22.51,235.69,41.05,57.81,20.92,-5.76,-3.65,-2.6,34.16,14.67,5.19
istockphoto-943109786-612x612.jpg,232.86,230.54,217.94,26.55,25.15,57.22,55.16,22.51,235.69,41.05,57.81,20.92,-5.76,-3.65,-2.6,34.16,14.67,5.19
istockphoto-978261872-612x612.jpg,229.78,223.05,178.43,51.45,50.19,107.44,11.6,73.12,231.81,18.55,105.97,45.81,-2.38,-1.52,-0.8,4.47,1.21,-1.26
istockphoto-978261872-612x612.jpg,229.78,223.05,178.43,51.45,50.19,107.44,11.6,73.12,231.81,18.55,105.97,45.81,-2.38,-1.52,-0.8,4.47,1.21,-1.26
