Nama_File,Canny_Edge_Density_Low,Canny_Edge_Density_Medium,Canny_Edge_Density_High,Canny_Contour_Count_Low,Canny_Contour_Count_Medium,Canny_Contour_Count_High,Canny_Avg_Contour_Length_Low,Canny_Avg_Contour_Length_Medium,Canny_Avg_Contour_Length_High,Sobel_Mean,Sobel_Std
istockphoto-104118859-612x612.jpg,2.5944,1.2042,0.7131,239,85,28,61.11,79.4,146.48,38.82,76.35
istockphoto-104118859-612x612.jpg,2.5944,1.2042,0.7131,239,85,28,61.11,79.4,146.48,38.82,76.35
istockphoto-1071724874-612x612.jpg,2.6935,1.0581,0.5545,230,83,35,73.7,79.4,98.76,34.93,56.79
istockphoto-1071724874-612x612.jpg,2.6935,1.0581,0.5545,230,83,35,73.7,79.4,98.76,34.93,56.79
istockphoto-1129330002-612x612.jpg,2.4021,1.1846,0.7785,245,98,58,66.23,81.06,89.13,27.33,57.34
istockphoto-1129330002-612x612.jpg,2.4021,1.1846,0.7785,245,98,58,66.23,81.06,89.13,27.33,57.34
istockphoto-1129330005-612x612.jpg,2.283,1.163,0.7131,278,111,65,55.94,71.06,73.2,27.32,57.01
istockphoto-1129330005-612x612.jpg,2.283,1.163,0.7131,278,111,65,55.94,71.06,73.2,27.32,57.01
istockphoto-1129330007-612x612.jpg,2.342,1.1166,0.7147,258,108,60,61.8,68.66,77.99,27.44,57.72
istockphoto-1129330007-612x612.jpg,2.342,1.1166,0.7147,258,108,60,61.8,68.66,77.99,27.44,57.72
istockphoto-1194909938-612x612.jpg,1.9437,0.9817,0.6179,231,96,43,48.31,57.34,79.24,27.35,54.09
istockphoto-1194909938-612x612.jpg,1.9437,0.9817,0.6179,231,96,43,48.31,57.34,79.24,27.35,54.09
istockphoto-1211615527-612x612.jpg,3.0396,1.2806,0.746,268,112,60,71.58,71.51,76.71,37.37,61.9
istockphoto-1211615527-612x612.jpg,3.0396,1.2806,0.746,268,112,60,71.58,71.51,76.71,37.37,61.9
istockphoto-1251667475-612x612.jpg,2.2531,1.0349,0.5447,219,80,32,68.86,86.02,112.37,30.0,56.79
istockphoto-1251667475-612x612.jpg,2.2531,1.0349,0.5447,219,80,32,68.86,86.02,112.37,30.0,56.79
istockphoto-1278670245-612x612.jpg,3.1436,1.5178,0.7954,367,167,80,53.65,55.93,60.49,33.76,65.41
istockphoto-1278670245-612x612.jpg,3.1436,1.5178,0.7954,367,167,80,53.65,55.93,60.49,33.76,65.41
istockphoto-1291262170-612x612.jpg,2.9079,1.2715,0.5967,316,126,47,60.99,65.68,82.71,35.38,61.68
istockphoto-1291262170-612x612.jpg,2.9079,1.2715,0.5967,316,126,47,60.99,65.68,82.71,35.38,61.68
istockphoto-1296217548-612x612.jpg,2.7823,1.1892,0.6142,256,111,52,69.19,67.04,72.82,33.68,54.24
istockphoto-1296217548-612x612.jpg,2.7823,1.1892,0.6142,256,111,52,69.19,67.04,72.82,33.68,54.24
istockphoto-1312496608-612x612.jpg,1.6809,0.7344,0.536,115,32,13,93.55,145.06,259.78,33.63,52.89
istockphoto-1312496608-612x612.jpg,1.6809,0.7344,0.536,115,32,13,93.55,145.06,259.78,33.63,52.89
istockphoto-1317485931-612x612.jpg,1.9301,0.7644,0.5425,157,31,20,78.9,156.19,171.91,36.23,55.74
istockphoto-1317485931-612x612.jpg,1.9301,0.7644,0.5425,157,31,20,78.9,156.19,171.91,36.23,55.74
istockphoto-139536288-612x612.jpg,2.6055,1.3891,0.807,300,157,82,44.47,44.51,49.02,43.03,74.45
istockphoto-139536288-612x612.jpg,2.6055,1.3891,0.807,300,157,82,44.47,44.51,49.02,43.03,74.45
istockphoto-145152710-612x612.jpg,1.2924,0.6904,0.5427,76,19,4,76.56,163.46,619.79,26.76,58.44
istockphoto-145152710-612x612.jpg,1.2924,0.6904,0.5427,76,19,4,76.56,163.46,619.79,26.76,58.44
istockphoto-146074221-612x612.jpg,0.8371,0.5238,0.4345,79,27,8,71.49,130.31,365.68,21.74,49.99
istockphoto-146074221-612x612.jpg,0.8371,0.5238,0.4345,79,27,8,71.49,130.31,365.68,21.74,49.99
istockphoto-146899851-612x612.jpg,1.4101,0.855,0.3729,81,45,20,79.34,86.62,82.34,22.43,48.2
istockphoto-146899851-612x612.jpg,1.4101,0.855,0.3729,81,45,20,79.34,86.62,82.34,22.43,48.2
istockphoto-147072004-612x612.jpg,1.1725,0.396,0.1986,79,23,4,67.09,76.54,225.4,19.77,48.6
istockphoto-147072004-612x612.jpg,1.1725,0.396,0.1986,79,23,4,67.09,76.54,225.4,19.77,48.6
istockphoto-147666530-612x612.jpg,1.5947,0.9219,0.6268,178,76,29,40.74,55.37,97.47,30.48,61.24
istockphoto-147666530-612x612.jpg,1.5947,0.9219,0.6268,178,76,29,40.74,55.37,97.47,30.48,61.24
istockphoto-1489396457-612x612.jpg,3.0509,1.2413,0.7923,206,62,29,94.18,124.7,167.55,44.69,59.99
istockphoto-1489396457-612x612.jpg,3.0509,1.2413,0.7923,206,62,29,94.18,124.7,167.55,44.69,59.99
istockphoto-1605993675-612x612.jpg,2.7082,1.402,0.8903,199,79,35,78.33,100.07,142.31,41.44,60.99
istockphoto-1605993675-612x612.jpg,2.7082,1.402,0.8903,199,79,35,78.33,100.07,142.31,41.44,60.99
istockphoto-166138544-612x612.jpg,1.5571,0.6336,0.3583,193,65,15,55.2,66.25,162.96,26.35,54.87
istockphoto-166138544-612x612.jpg,1.5571,0.6336,0.3583,193,65,15,55.2,66.25,162.96,26.35,54.87
istockphoto-172381794-612x612.jpg,1.5032,0.7254,0.4152,135,54,19,75.07,88.22,139.88,26.51,55.69
istockphoto-172381794-612x612.jpg,1.5032,0.7254,0.4152,135,54,19,75.07,88.22,139.88,26.51,55.69
istockphoto-177110145-612x612.jpg,3.5959,1.4905,0.7293,348,151,64,63.67,59.61,68.85,45.33,70.19
istockphoto-177110145-612x612.jpg,3.5959,1.4905,0.7293,348,151,64,63.67,59.61,68.85,45.33,70.19
istockphoto-177247793-612x612.jpg,1.4628,0.8055,0.5265,172,99,74,57.67,54.12,46.54,26.05,63.87
istockphoto-177247793-612x612.jpg,1.4628,0.8055,0.5265,172,99,74,57.67,54.12,46.54,26.05,63.87
istockphoto-179514712-612x612.jpg,0.9105,0.5692,0.4068,65,32,22,81.49,104.09,107.68,18.32,44.34
istockphoto-179514712-612x612.jpg,0.9105,0.5692,0.4068,65,32,22,81.49,104.09,107.68,18.32,44.34
istockphoto-185071735-612x612.jpg,1.4869,0.8538,0.5086,204,103,50,50.17,56.67,68.06,26.26,54.87
istockphoto-185071735-612x612.jpg,1.4869,0.8538,0.5086,204,103,50,50.17,56.67,68.06,26.26,54.87
istockphoto-185689098-612x612.jpg,2.3384,1.4427,0.8674,189,112,58,56.19,57.07,65.29,31.3,69.67
istockphoto-185689098-612x612.jpg,2.3384,1.4427,0.8674,189,112,58,56.19,57.07,65.29,31.3,69.67
istockphoto-186843005-612x612.jpg,3.3472,1.7589,1.1404,405,195,103,49.08,52.83,64.48,49.49,88.94
istockphoto-186843005-612x612.jpg,3.3472,1.7589,1.1404,405,195,103,49.08,52.83,64.48,49.49,88.94
istockphoto-187185922-612x612.jpg,2.5265,1.0546,0.5898,390,151,35,43.96,46.01,111.45,37.45,67.04
istockphoto-187185922-612x612.jpg,2.5265,1.0546,0.5898,390,151,35,43.96,46.01,111.45,37.45,67.04
istockphoto-2218780905-612x612.jpg,1.8541,0.9448,0.6152,167,71,28,71.89,85.1,138.96,29.53,57.37
istockphoto-2218780905-612x612.jpg,1.8541,0.9448,0.6152,167,71,28,71.89,85.1,138.96,29.53,57.37
istockphoto-2218780960-612x612.jpg,2.2129,1.0416,0.6191,240,97,37,61.62,70.23,108.01,31.67,61.31
istockphoto-2218780960-612x612.jpg,2.2129,1.0416,0.6191,240,97,37,61.62,70.23,108.01,31.67,61.31
istockphoto-465833631-612x612.jpg,2.438,0.9795,0.4665,288,124,49,55.07,50.34,59.72,31.69,62.73
istockphoto-465833631-612x612.jpg,2.438,0.9795,0.4665,288,124,49,55.07,50.34,59.72,31.69,62.73
