Kategori,Nama_File,Hue_1,Warna_1,Area,Perimeter,Circularity,Aspect_Ratio,Solidity,Extent,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B,Contrast,Correlation,Energy,Homogeneity,Dissimilarity,Entropy,FFT_Mean,FFT_Std,Gabor_Mean,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg,Canny_Edge_Density_Low,Canny_Edge_Density_Medium,Canny_Edge_Density_High,Canny_Contour_Count_Low,Canny_Contour_Count_Medium,Canny_Contour_Count_High,Canny_Avg_Contour_Length_Low,Canny_Avg_Contour_Length_Medium,Canny_Avg_Contour_Length_High,Sobel_Mean,Sobel_Std,Hue_2,Warna_2,Hue_3,Warna_3
apel,istockphoto-146074221-612x612.jpg,3.0,Merah,361712.0,2406.0,0.785202249236476,1.03,1.0,0.9966824278896494,231.45,193.83,189.5,36.15,85.92,91.9,2.72,57.92,231.47,14.1,82.64,36.16,-1.35,-0.77,-0.77,1.06,-1.3,-1.29,5047.17,0.3472647029110365,0.4037246093306816,0.01,71.04,3.46,4893.21,130372.13,0.0,1.0398,0.3542,0.8709,0.6477,0.9931,0.4195,0.7848,0.882,0.6486,1.3118,0.8596,0.6467,0.8233,0.8824,0.6487,1.2392,0.8594,0.6467,0.8371,0.5238,0.4345,79,27,8,71.49,130.31,365.68,21.74,49.99,,,,
apel,istockphoto-146074221-612x612.jpg,3.0,Merah,361712.0,2406.0,0.785202249236476,1.03,1.0,0.9966824278896494,231.45,193.83,189.5,36.15,85.92,91.9,2.72,57.92,231.47,14.1,82.64,36.16,-1.35,-0.77,-0.77,1.06,-1.3,-1.29,5047.17,0.3472647029110365,0.4037246093306816,0.01,71.04,3.46,4893.21,130372.13,0.0,1.0398,0.3542,0.8709,0.6477,0.9931,0.4195,0.7848,0.882,0.6486,1.3118,0.8596,0.6467,0.8233,0.8824,0.6487,1.2392,0.8594,0.6467,0.8371,0.5238,0.4345,79,27,8,71.49,130.31,365.68,21.74,49.99,,,,
apel,istockphoto-146899851-612x612.jpg,2.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,242.82,195.44,191.02,22.17,85.96,90.75,16.58,61.25,243.2,33.4,86.92,22.35,-2.33,-0.88,-0.84,7.19,-1.07,-1.13,4383.92,0.3167074549717778,0.232369253309859,0.01,66.21,4.17,3765.32,109516.27,-0.02,0.9515,0.3514,0.868,0.6414,0.9928,0.4115,0.7618,0.8771,0.6428,1.2044,0.8548,0.6401,0.6832,0.8859,0.6425,1.1567,0.8543,0.6403,1.4101,0.855,0.3729,81,45,20,79.34,86.62,82.34,22.43,48.2,,,,
apel,istockphoto-146899851-612x612.jpg,2.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,242.82,195.44,191.02,22.17,85.96,90.75,16.58,61.25,243.2,33.4,86.92,22.35,-2.33,-0.88,-0.84,7.19,-1.07,-1.13,4383.92,0.3167074549717778,0.232369253309859,0.01,66.21,4.17,3765.32,109516.27,-0.02,0.9515,0.3514,0.868,0.6414,0.9928,0.4115,0.7618,0.8771,0.6428,1.2044,0.8548,0.6401,0.6832,0.8859,0.6425,1.1567,0.8543,0.6403,1.4101,0.855,0.3729,81,45,20,79.34,86.62,82.34,22.43,48.2,,,,
apel,istockphoto-147072004-612x612.jpg,142.2,Merah,243178.0,2018.0,0.750398267244609,1.53,1.0,0.9958638426130686,252.55,207.06,209.26,9.7,83.96,79.55,34.72,47.89,252.58,69.61,83.97,9.7,-8.57,-1.35,-1.33,98.12,0.09,0.04,3547.17,0.2695995389150568,0.4944129997517084,0.01,59.56,3.04,3915.49,112994.96,0.0,0.9897,0.3221,0.8873,0.7217,0.9906,0.5209,0.7061,0.8989,0.7229,1.2097,0.8764,0.7208,0.8409,0.8958,0.7223,1.2023,0.878,0.7209,1.1725,0.396,0.1986,79,23,4,67.09,76.54,225.4,19.77,48.6,,,,
apel,istockphoto-147072004-612x612.jpg,142.2,Merah,243178.0,2018.0,0.750398267244609,1.53,1.0,0.9958638426130686,252.55,207.06,209.26,9.7,83.96,79.55,34.72,47.89,252.58,69.61,83.97,9.7,-8.57,-1.35,-1.33,98.12,0.09,0.04,3547.17,0.2695995389150568,0.4944129997517084,0.01,59.56,3.04,3915.49,112994.96,0.0,0.9897,0.3221,0.8873,0.7217,0.9906,0.5209,0.7061,0.8989,0.7229,1.2097,0.8764,0.7208,0.8409,0.8958,0.7223,1.2023,0.878,0.7209,1.1725,0.396,0.1986,79,23,4,67.09,76.54,225.4,19.77,48.6,,,,
apel,istockphoto-147666530-612x612.jpg,72.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,228.36,164.3,161.5,37.24,105.12,107.36,22.05,90.01,228.41,56.8,104.03,37.27,-1.29,-0.38,-0.34,0.71,-1.72,-1.79,7014.17,0.4573295049378242,0.284346386377179,0.01,83.75,4.31,4914.1,100504.68,0.0,1.5906,0.4908,0.8281,0.5547,0.9924,0.3077,1.2221,0.841,0.5562,1.9182,0.8142,0.5534,1.2202,0.8423,0.5557,2.0019,0.8149,0.5535,1.5947,0.9219,0.6268,178,76,29,40.74,55.37,97.47,30.48,61.24,,,,
apel,istockphoto-147666530-612x612.jpg,72.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,228.36,164.3,161.5,37.24,105.12,107.36,22.05,90.01,228.41,56.8,104.03,37.27,-1.29,-0.38,-0.34,0.71,-1.72,-1.79,7014.17,0.4573295049378242,0.284346386377179,0.01,83.75,4.31,4914.1,100504.68,0.0,1.5906,0.4908,0.8281,0.5547,0.9924,0.3077,1.2221,0.841,0.5562,1.9182,0.8142,0.5534,1.2202,0.8423,0.5557,2.0019,0.8149,0.5535,1.5947,0.9219,0.6268,178,76,29,40.74,55.37,97.47,30.48,61.24,,,,
apel,istockphoto-1489396457-612x612.jpg,176.0,Merah,350714.0,2370.0,0.7846324669558586,0.94,1.0,0.9966297243535095,227.57,153.26,153.28,37.71,92.96,87.47,79.96,102.93,231.0,83.38,93.46,29.15,-1.97,-0.18,0.07,4.01,-1.52,-1.67,4885.69,0.39833025985602,0.1108010813057941,0.01,69.9,5.84,5872.04,111895.14,0.0,1.8435,0.7009,0.7408,0.3754,0.9874,0.1409,1.3747,0.7657,0.3773,2.3926,0.718,0.3733,1.4239,0.76,0.3771,2.1827,0.7194,0.3737,3.0509,1.2413,0.7923,206,62,29,94.18,124.7,167.55,44.69,59.99,,,,
apel,istockphoto-1489396457-612x612.jpg,176.0,Merah,350714.0,2370.0,0.7846324669558586,0.94,1.0,0.9966297243535095,227.57,153.26,153.28,37.71,92.96,87.47,79.96,102.93,231.0,83.38,93.46,29.15,-1.97,-0.18,0.07,4.01,-1.52,-1.67,4885.69,0.39833025985602,0.1108010813057941,0.01,69.9,5.84,5872.04,111895.14,0.0,1.8435,0.7009,0.7408,0.3754,0.9874,0.1409,1.3747,0.7657,0.3773,2.3926,0.718,0.3733,1.4239,0.76,0.3771,2.1827,0.7194,0.3737,3.0509,1.2413,0.7923,206,62,29,94.18,124.7,167.55,44.69,59.99,,,,
apel,istockphoto-1605993675-612x612.jpg,176.0,Merah,316498.0,2258.0,0.780068891300266,0.85,1.0,0.9964423791353407,224.73,158.74,155.9,43.02,96.29,93.47,76.08,100.59,228.85,82.78,97.66,33.73,-1.65,-0.31,-0.06,2.12,-1.54,-1.76,5491.77,0.4159904973042064,0.1512076266374471,0.01,74.11,5.51,5698.9,108590.76,0.0,1.8167,0.6575,0.761,0.4242,0.9889,0.18,1.422,0.7812,0.4258,2.3549,0.7408,0.4224,1.3513,0.7806,0.426,2.1385,0.7415,0.4227,2.7082,1.402,0.8903,199,79,35,78.33,100.07,142.31,41.44,60.99,,,,
apel,istockphoto-1605993675-612x612.jpg,176.0,Merah,316498.0,2258.0,0.780068891300266,0.85,1.0,0.9964423791353407,224.73,158.74,155.9,43.02,96.29,93.47,76.08,100.59,228.85,82.78,97.66,33.73,-1.65,-0.31,-0.06,2.12,-1.54,-1.76,5491.77,0.4159904973042064,0.1512076266374471,0.01,74.11,5.51,5698.9,108590.76,0.0,1.8167,0.6575,0.761,0.4242,0.9889,0.18,1.422,0.7812,0.4258,2.3549,0.7408,0.4224,1.3513,0.7806,0.426,2.1385,0.7415,0.4227,2.7082,1.402,0.8903,199,79,35,78.33,100.07,142.31,41.44,60.99,,,,
apel,istockphoto-166138544-612x612.jpg,107.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,235.51,184.03,184.87,36.22,96.1,94.02,42.95,66.76,235.56,75.38,92.51,36.16,-1.86,-0.77,-0.73,2.44,-1.23,-1.28,5729.59,0.3793875663025284,0.345521037985625,0.01,75.69,4.06,5399.01,130484.64,0.0,1.3097,0.4292,0.8468,0.6074,0.9924,0.369,1.0958,0.8571,0.6083,1.6679,0.8337,0.6065,0.9315,0.8627,0.6085,1.5437,0.8339,0.6064,1.5571,0.6336,0.3583,193,65,15,55.2,66.25,162.96,26.35,54.87,,,,
apel,istockphoto-166138544-612x612.jpg,107.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,235.51,184.03,184.87,36.22,96.1,94.02,42.95,66.76,235.56,75.38,92.51,36.16,-1.86,-0.77,-0.73,2.44,-1.23,-1.28,5729.59,0.3793875663025284,0.345521037985625,0.01,75.69,4.06,5399.01,130484.64,0.0,1.3097,0.4292,0.8468,0.6074,0.9924,0.369,1.0958,0.8571,0.6083,1.6679,0.8337,0.6065,0.9315,0.8627,0.6085,1.5437,0.8339,0.6064,1.5571,0.6336,0.3583,193,65,15,55.2,66.25,162.96,26.35,54.87,,,,
apel,istockphoto-172381794-612x612.jpg,176.5,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,211.66,178.73,178.85,56.18,96.0,94.02,68.81,65.24,212.67,78.76,88.74,55.14,-0.98,-0.71,-0.63,-0.41,-1.26,-1.42,6822.31,0.4380209636140752,0.1620749126322574,0.01,82.6,5.38,5668.27,125862.2,0.02,1.3383,0.4291,0.8466,0.5098,0.9935,0.2598,1.0167,0.8629,0.5111,1.7486,0.8326,0.5084,1.0806,0.8569,0.5108,1.5071,0.834,0.5088,1.5032,0.7254,0.4152,135,54,19,75.07,88.22,139.88,26.51,55.69,39.0,Hijau,,
apel,istockphoto-172381794-612x612.jpg,176.5,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,211.66,178.73,178.85,56.18,96.0,94.02,68.81,65.24,212.67,78.76,88.74,55.14,-0.98,-0.71,-0.63,-0.41,-1.26,-1.42,6822.31,0.4380209636140752,0.1620749126322574,0.01,82.6,5.38,5668.27,125862.2,0.02,1.3383,0.4291,0.8466,0.5098,0.9935,0.2598,1.0167,0.8629,0.5111,1.7486,0.8326,0.5084,1.0806,0.8569,0.5108,1.5071,0.834,0.5088,1.5032,0.7254,0.4152,135,54,19,75.07,88.22,139.88,26.51,55.69,39.0,Hijau,,
apel,istockphoto-177110145-612x612.jpg,177.0,Merah,339716.0,2334.0,0.7836536530560936,1.1,1.0,0.9965736144846927,207.67,143.22,149.45,46.01,95.35,92.24,130.43,96.56,208.32,63.02,89.15,46.59,-0.62,-0.04,-0.06,-0.98,-1.73,-1.72,6177.56,0.4817723142405385,0.0216227524551429,0.01,78.6,6.78,6946.23,105500.47,-0.01,2.4327,0.7337,0.7461,0.3097,0.9874,0.0959,1.8299,0.7669,0.3119,2.9904,0.7245,0.3074,1.9483,0.7683,0.3124,2.9624,0.7249,0.3073,3.5959,1.4905,0.7293,348,151,64,63.67,59.61,68.85,45.33,70.19,,,,
apel,istockphoto-177110145-612x612.jpg,177.0,Merah,339716.0,2334.0,0.7836536530560936,1.1,1.0,0.9965736144846927,207.67,143.22,149.45,46.01,95.35,92.24,130.43,96.56,208.32,63.02,89.15,46.59,-0.62,-0.04,-0.06,-0.98,-1.73,-1.72,6177.56,0.4817723142405385,0.0216227524551429,0.01,78.6,6.78,6946.23,105500.47,-0.01,2.4327,0.7337,0.7461,0.3097,0.9874,0.0959,1.8299,0.7669,0.3119,2.9904,0.7245,0.3074,1.9483,0.7683,0.3124,2.9624,0.7249,0.3073,3.5959,1.4905,0.7293,348,151,64,63.67,59.61,68.85,45.33,70.19,,,,
apel,istockphoto-177247793-612x612.jpg,72.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,238.03,207.62,204.77,34.08,80.25,82.82,20.33,45.07,238.48,54.46,75.97,33.44,-2.32,-1.27,-1.19,5.79,-0.14,-0.38,4229.17,0.3005383549723698,0.481968178321428,0.01,65.03,3.18,6711.36,138116.28,0.0,1.7736,0.4451,0.8594,0.7031,0.9859,0.4943,1.441,0.8678,0.7038,2.1993,0.8502,0.7023,1.4075,0.8687,0.7037,2.0468,0.851,0.7025,1.4628,0.8055,0.5265,172,99,74,57.67,54.12,46.54,26.05,63.87,,,,
apel,istockphoto-177247793-612x612.jpg,72.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,238.03,207.62,204.77,34.08,80.25,82.82,20.33,45.07,238.48,54.46,75.97,33.44,-2.32,-1.27,-1.19,5.79,-0.14,-0.38,4229.17,0.3005383549723698,0.481968178321428,0.01,65.03,3.18,6711.36,138116.28,0.0,1.7736,0.4451,0.8594,0.7031,0.9859,0.4943,1.441,0.8678,0.7038,2.1993,0.8502,0.7023,1.4075,0.8687,0.7037,2.0468,0.851,0.7025,1.4628,0.8055,0.5265,172,99,74,57.67,54.12,46.54,26.05,63.87,,,,
apel,istockphoto-179514712-612x612.jpg,4.0,Merah,317720.0,2262.0,0.7803136727109011,1.17,1.0,0.9964497635266518,238.8,210.63,203.32,29.2,72.15,82.96,13.55,46.03,239.05,41.92,75.96,28.55,-1.85,-1.25,-1.15,2.49,-0.13,-0.5,3543.8,0.2727815403169288,0.3567823510554676,0.01,59.53,3.85,3885.58,127672.8,0.0,0.7646,0.2879,0.8891,0.6653,0.9928,0.4427,0.5647,0.8985,0.6661,0.9252,0.8791,0.6646,0.5918,0.9024,0.6663,0.977,0.8763,0.6643,0.9105,0.5692,0.4068,65,32,22,81.49,104.09,107.68,18.32,44.34,,,,
apel,istockphoto-179514712-612x612.jpg,4.0,Merah,317720.0,2262.0,0.7803136727109011,1.17,1.0,0.9964497635266518,238.8,210.63,203.32,29.2,72.15,82.96,13.55,46.03,239.05,41.92,75.96,28.55,-1.85,-1.25,-1.15,2.49,-0.13,-0.5,3543.8,0.2727815403169288,0.3567823510554676,0.01,59.53,3.85,3885.58,127672.8,0.0,0.7646,0.2879,0.8891,0.6653,0.9928,0.4427,0.5647,0.8985,0.6661,0.9252,0.8791,0.6646,0.5918,0.9024,0.6663,0.977,0.8763,0.6643,0.9105,0.5692,0.4068,65,32,22,81.49,104.09,107.68,18.32,44.34,,,,
apel,istockphoto-185071735-612x612.jpg,72.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,218.7,176.2,173.8,50.55,98.42,99.97,36.28,71.89,219.93,69.32,94.79,48.18,-1.25,-0.66,-0.6,0.63,-1.33,-1.46,6765.06,0.4360111314664905,0.232313933174868,0.01,82.25,4.92,5210.69,125837.57,0.0,1.2492,0.4115,0.8483,0.5347,0.9939,0.2859,0.9506,0.8656,0.5362,1.5203,0.8329,0.5334,0.9519,0.8615,0.5358,1.5739,0.8333,0.5334,1.4869,0.8538,0.5086,204,103,50,50.17,56.67,68.06,26.26,54.87,,,,
apel,istockphoto-185071735-612x612.jpg,72.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,218.7,176.2,173.8,50.55,98.42,99.97,36.28,71.89,219.93,69.32,94.79,48.18,-1.25,-0.66,-0.6,0.63,-1.33,-1.46,6765.06,0.4360111314664905,0.232313933174868,0.01,82.25,4.92,5210.69,125837.57,0.0,1.2492,0.4115,0.8483,0.5347,0.9939,0.2859,0.9506,0.8656,0.5362,1.5203,0.8329,0.5334,0.9519,0.8615,0.5358,1.5739,0.8333,0.5334,1.4869,0.8538,0.5086,204,103,50,50.17,56.67,68.06,26.26,54.87,,,,
apel,istockphoto-185689098-612x612.jpg,107.0,Merah,246844.0,2030.0,0.7527319730958955,1.51,1.0,0.9959009118050512,232.58,196.91,197.25,37.25,88.24,87.45,35.78,51.51,232.89,69.86,80.18,36.59,-1.57,-0.99,-0.98,1.83,-0.85,-0.87,5171.54,0.3463851874440972,0.4235625731863883,0.01,71.91,3.47,5835.29,109229.64,0.0,2.077,0.5171,0.8406,0.6656,0.9865,0.443,1.6117,0.8513,0.6669,2.6482,0.8291,0.6646,1.6784,0.8514,0.6662,2.3696,0.8307,0.6647,2.3384,1.4427,0.8674,189,112,58,56.19,57.07,65.29,31.3,69.67,,,,
apel,istockphoto-185689098-612x612.jpg,107.0,Merah,246844.0,2030.0,0.7527319730958955,1.51,1.0,0.9959009118050512,232.58,196.91,197.25,37.25,88.24,87.45,35.78,51.51,232.89,69.86,80.18,36.59,-1.57,-0.99,-0.98,1.83,-0.85,-0.87,5171.54,0.3463851874440972,0.4235625731863883,0.01,71.91,3.47,5835.29,109229.64,0.0,2.077,0.5171,0.8406,0.6656,0.9865,0.443,1.6117,0.8513,0.6669,2.6482,0.8291,0.6646,1.6784,0.8514,0.6662,2.3696,0.8307,0.6647,2.3384,1.4427,0.8674,189,112,58,56.19,57.07,65.29,31.3,69.67,,,,
apel,istockphoto-186843005-612x612.jpg,177.0,Merah,320775.0,2272.0,0.780896944628473,0.86,1.0,0.9964679788265116,199.49,141.18,140.23,58.34,108.02,105.5,84.56,109.59,201.69,85.54,105.85,55.69,-0.56,-0.08,0.03,-1.01,-1.8,-1.84,8145.63,0.5694082400232235,0.1413464500157052,0.01,90.25,5.56,8385.26,103147.26,0.0,3.6093,0.808,0.7555,0.4128,0.9852,0.1704,2.7963,0.7737,0.4144,4.5118,0.7358,0.4109,2.7827,0.7733,0.415,4.3462,0.7392,0.4111,3.3472,1.7589,1.1404,405,195,103,49.08,52.83,64.48,49.49,88.94,,,,
apel,istockphoto-186843005-612x612.jpg,177.0,Merah,320775.0,2272.0,0.780896944628473,0.86,1.0,0.9964679788265116,199.49,141.18,140.23,58.34,108.02,105.5,84.56,109.59,201.69,85.54,105.85,55.69,-0.56,-0.08,0.03,-1.01,-1.8,-1.84,8145.63,0.5694082400232235,0.1413464500157052,0.01,90.25,5.56,8385.26,103147.26,0.0,3.6093,0.808,0.7555,0.4128,0.9852,0.1704,2.7963,0.7737,0.4144,4.5118,0.7358,0.4109,2.7827,0.7733,0.415,4.3462,0.7392,0.4111,3.3472,1.7589,1.1404,405,195,103,49.08,52.83,64.48,49.49,88.94,,,,
apel,istockphoto-187185922-612x612.jpg,3.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,231.41,174.67,166.84,31.63,96.67,105.1,7.22,82.95,231.47,29.85,101.54,31.63,-1.11,-0.49,-0.44,0.53,-1.62,-1.71,5924.18,0.4035345682405281,0.2739943317345269,0.01,76.97,4.39,6689.89,125698.7,0.0,2.0392,0.6124,0.7937,0.5528,0.9885,0.3056,1.5844,0.8102,0.5541,2.5509,0.7784,0.5516,1.5723,0.8064,0.5537,2.4493,0.7798,0.5518,2.5265,1.0546,0.5898,390,151,35,43.96,46.01,111.45,37.45,67.04,,,,
apel,istockphoto-187185922-612x612.jpg,3.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,231.41,174.67,166.84,31.63,96.67,105.1,7.22,82.95,231.47,29.85,101.54,31.63,-1.11,-0.49,-0.44,0.53,-1.62,-1.71,5924.18,0.4035345682405281,0.2739943317345269,0.01,76.97,4.39,6689.89,125698.7,0.0,2.0392,0.6124,0.7937,0.5528,0.9885,0.3056,1.5844,0.8102,0.5541,2.5509,0.7784,0.5516,1.5723,0.8064,0.5537,2.4493,0.7798,0.5518,2.5265,1.0546,0.5898,390,151,35,43.96,46.01,111.45,37.45,67.04,,,,
apel,istockphoto-2218780905-612x612.jpg,142.2,Merah,358657.0,2396.0,0.7850829543107144,0.96,1.0,0.9966681116891201,222.48,176.58,174.26,48.88,89.3,90.67,49.47,71.32,223.52,76.88,81.48,46.33,-1.38,-0.41,-0.35,0.79,-1.61,-1.71,5568.39,0.3926739964038329,0.2673530823900362,0.01,74.62,4.5,5678.0,122340.11,0.0,1.4578,0.476,0.8305,0.5323,0.9912,0.2834,1.1327,0.8444,0.5334,1.7157,0.8176,0.5311,1.1165,0.8447,0.5336,1.8665,0.8153,0.5311,1.8541,0.9448,0.6152,167,71,28,71.89,85.1,138.96,29.53,57.37,,,,
apel,istockphoto-2218780905-612x612.jpg,142.2,Merah,358657.0,2396.0,0.7850829543107144,0.96,1.0,0.9966681116891201,222.48,176.58,174.26,48.88,89.3,90.67,49.47,71.32,223.52,76.88,81.48,46.33,-1.38,-0.41,-0.35,0.79,-1.61,-1.71,5568.39,0.3926739964038329,0.2673530823900362,0.01,74.62,4.5,5678.0,122340.11,0.0,1.4578,0.476,0.8305,0.5323,0.9912,0.2834,1.1327,0.8444,0.5334,1.7157,0.8176,0.5311,1.1165,0.8447,0.5336,1.8665,0.8153,0.5311,1.8541,0.9448,0.6152,167,71,28,71.89,85.1,138.96,29.53,57.37,,,,
apel,istockphoto-2218780960-612x612.jpg,141.6,Merah,369655.0,2432.0,0.785379041753278,1.01,1.0,0.99671854440346,228.94,183.75,179.76,44.34,87.48,90.9,44.07,70.34,230.3,73.63,86.77,40.48,-1.83,-0.63,-0.56,2.67,-1.3,-1.43,5132.48,0.3640183927233762,0.2497712190339166,0.01,71.64,4.67,6114.17,127401.3,0.0,1.6584,0.5138,0.8231,0.5565,0.9892,0.3097,1.2965,0.835,0.5575,1.9245,0.8103,0.5554,1.2827,0.8381,0.5575,2.1298,0.809,0.5556,2.2129,1.0416,0.6191,240,97,37,61.62,70.23,108.01,31.67,61.31,,,,
apel,istockphoto-2218780960-612x612.jpg,141.6,Merah,369655.0,2432.0,0.785379041753278,1.01,1.0,0.99671854440346,228.94,183.75,179.76,44.34,87.48,90.9,44.07,70.34,230.3,73.63,86.77,40.48,-1.83,-0.63,-0.56,2.67,-1.3,-1.43,5132.48,0.3640183927233762,0.2497712190339166,0.01,71.64,4.67,6114.17,127401.3,0.0,1.6584,0.5138,0.8231,0.5565,0.9892,0.3097,1.2965,0.835,0.5575,1.9245,0.8103,0.5554,1.2827,0.8381,0.5575,2.1298,0.809,0.5556,2.2129,1.0416,0.6191,240,97,37,61.62,70.23,108.01,31.67,61.31,,,,
apel,istockphoto-465833631-612x612.jpg,175.6,Merah,353769.0,2380.0,0.7848302319524099,1.06,1.0,0.9966446923597025,231.11,188.69,195.36,32.64,90.06,84.59,128.36,61.27,233.63,38.91,87.8,33.25,-1.98,-1.03,-1.03,4.05,-0.65,-0.62,4969.85,0.3488221575303502,0.076658698467626,0.01,70.5,5.71,6025.02,127381.34,0.03,1.7332,0.5141,0.8282,0.4904,0.9888,0.2405,1.3327,0.845,0.4921,1.9872,0.8173,0.4892,1.3553,0.8389,0.4913,2.2579,0.8116,0.4891,2.438,0.9795,0.4665,288,124,49,55.07,50.34,59.72,31.69,62.73,,,,
apel,istockphoto-465833631-612x612.jpg,175.6,Merah,353769.0,2380.0,0.7848302319524099,1.06,1.0,0.9966446923597025,231.11,188.69,195.36,32.64,90.06,84.59,128.36,61.27,233.63,38.91,87.8,33.25,-1.98,-1.03,-1.03,4.05,-0.65,-0.62,4969.85,0.3488221575303502,0.076658698467626,0.01,70.5,5.71,6025.02,127381.34,0.03,1.7332,0.5141,0.8282,0.4904,0.9888,0.2405,1.3327,0.845,0.4921,1.9872,0.8173,0.4892,1.3553,0.8389,0.4913,2.2579,0.8116,0.4891,2.438,0.9795,0.4665,288,124,49,55.07,50.34,59.72,31.69,62.73,,,,
apel,istockphoto-466413957-612x612.jpg,2.0,Merah,346437.0,2356.0,0.7843024306194256,0.93,1.0,0.9966083264291632,235.57,177.41,173.17,31.97,99.74,102.88,16.93,78.48,236.14,48.83,101.24,31.14,-1.67,-0.69,-0.62,2.03,-1.31,-1.43,5981.71,0.3980247109267381,0.2962107775564508,0.01,77.34,4.43,9357.28,122950.99,0.0,4.296,0.8613,0.7662,0.5641,0.9758,0.3182,3.4637,0.7796,0.5652,5.1704,0.7551,0.5632,3.3368,0.7779,0.5651,5.2133,0.7522,0.563,4.5921,2.5252,1.4873,736,434,244,39.82,36.45,37.8,51.53,96.41,,,,
apel,istockphoto-466413957-612x612.jpg,2.0,Merah,346437.0,2356.0,0.7843024306194256,0.93,1.0,0.9966083264291632,235.57,177.41,173.17,31.97,99.74,102.88,16.93,78.48,236.14,48.83,101.24,31.14,-1.67,-0.69,-0.62,2.03,-1.31,-1.43,5981.71,0.3980247109267381,0.2962107775564508,0.01,77.34,4.43,9357.28,122950.99,0.0,4.296,0.8613,0.7662,0.5641,0.9758,0.3182,3.4637,0.7796,0.5652,5.1704,0.7551,0.5632,3.3368,0.7779,0.5651,5.2133,0.7522,0.563,4.5921,2.5252,1.4873,736,434,244,39.82,36.45,37.8,51.53,96.41,,,,
apel,istockphoto-471597370-612x612.jpg,176.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,223.08,168.6,173.58,41.66,102.33,96.25,75.6,79.69,223.11,86.49,96.6,41.69,-0.93,-0.48,-0.47,-0.34,-1.59,-1.59,6830.56,0.445646964275424,0.2658659391437314,0.01,82.65,4.54,7743.05,124017.02,0.0,2.6487,0.6502,0.8005,0.5502,0.987,0.3028,2.1025,0.8172,0.5514,3.308,0.7868,0.5491,2.0464,0.8117,0.5512,3.1378,0.7863,0.5492,2.8953,1.5178,0.8883,479,259,125,41.35,39.55,47.55,39.31,76.39,,,,
apel,istockphoto-471597370-612x612.jpg,176.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,223.08,168.6,173.58,41.66,102.33,96.25,75.6,79.69,223.11,86.49,96.6,41.69,-0.93,-0.48,-0.47,-0.34,-1.59,-1.59,6830.56,0.445646964275424,0.2658659391437314,0.01,82.65,4.54,7743.05,124017.02,0.0,2.6487,0.6502,0.8005,0.5502,0.987,0.3028,2.1025,0.8172,0.5514,3.308,0.7868,0.5491,2.0464,0.8117,0.5512,3.1378,0.7863,0.5492,2.8953,1.5178,0.8883,479,259,125,41.35,39.55,47.55,39.31,76.39,,,,
apel,istockphoto-479800900-612x612.jpg,2.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,239.19,206.44,200.17,31.63,76.39,83.03,5.41,49.61,239.88,23.97,75.84,30.48,-2.68,-1.13,-1.0,8.83,-0.45,-0.76,3795.61,0.2858707788878263,0.4346696818183603,0.01,61.61,3.46,7327.38,136980.82,0.0,2.3645,0.5332,0.8433,0.6689,0.9789,0.4474,1.8364,0.8536,0.6697,2.9537,0.8325,0.668,1.826,0.8535,0.6695,2.842,0.8335,0.6681,2.7671,1.4674,0.8565,379,195,108,50.02,50.59,52.65,32.43,76.02,,,,
