Kategori,Nama_File,Hue_1,Warna_1,Area,Perimeter,Circularity,Aspect_Ratio,Solidity,Extent,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_H,Mean_S,Mean_V,Std_H,Std_S,Std_V,Skew_R,Skew_G,Skew_B,Kurt_R,Kurt_G,Kurt_B,Contrast,Correlation,Energy,Homogeneity,Dissimilarity,Entropy,FFT_Mean,FFT_Std,Gabor_Mean,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg,Canny_Edge_Density_Low,Canny_Edge_Density_Medium,Canny_Edge_Density_High,Canny_Contour_Count_Low,Canny_Contour_Count_Medium,Canny_Contour_Count_High,Canny_Avg_Contour_Length_Low,Canny_Avg_Contour_Length_Medium,Canny_Avg_Contour_Length_High,Sobel_Mean,Sobel_Std,Hue_2,Warna_2,Hue_3,Warna_3
apel,istockphoto-479800900-612x612.jpg,2.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,239.19,206.44,200.17,31.63,76.39,83.03,5.41,49.61,239.88,23.97,75.84,30.48,-2.68,-1.13,-1.0,8.83,-0.45,-0.76,3795.61,0.2858707788878263,0.4346696818183603,0.01,61.61,3.46,7327.38,136980.82,0.0,2.3645,0.5332,0.8433,0.6689,0.9789,0.4474,1.8364,0.8536,0.6697,2.9537,0.8325,0.668,1.826,0.8535,0.6695,2.842,0.8335,0.6681,2.7671,1.4674,0.8565,379,195,108,50.02,50.59,52.65,32.43,76.02,,,,
apel,istockphoto-483874492-612x612.jpg,1.5,Merah,239073.0,4256.7,0.1658057264936598,1.0,0.7563088214359153,0.6383041778803025,212.71,159.97,150.94,49.89,96.56,102.18,13.58,93.32,214.67,39.49,94.11,46.4,-0.82,-0.24,-0.11,-0.46,-1.68,-1.8,6508.97,0.4617902699064438,0.2017911251994938,0.01,80.68,5.04,7220.66,117549.37,-1.63,1.8055,0.5033,0.832,0.4631,0.9907,0.2144,1.4341,0.8457,0.4645,2.1549,0.8158,0.462,1.4562,0.8477,0.4641,2.177,0.8189,0.4616,1.9768,0.9168,0.5089,215,101,37,62.8,61.42,93.56,30.58,61.8,41.0,Hijau,,
apel,istockphoto-483874492-612x612.jpg,1.5,Merah,239073.0,4256.7,0.1658057264936598,1.0,0.7563088214359153,0.6383041778803025,212.71,159.97,150.94,49.89,96.56,102.18,13.58,93.32,214.67,39.49,94.11,46.4,-0.82,-0.24,-0.11,-0.46,-1.68,-1.8,6508.97,0.4617902699064438,0.2017911251994938,0.01,80.68,5.04,7220.66,117549.37,-1.63,1.8055,0.5033,0.832,0.4631,0.9907,0.2144,1.4341,0.8457,0.4645,2.1549,0.8158,0.462,1.4562,0.8477,0.4641,2.177,0.8189,0.4616,1.9768,0.9168,0.5089,215,101,37,62.8,61.42,93.56,30.58,61.8,41.0,Hijau,,
apel,istockphoto-488957174-612x612.jpg,175.0,Merah,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255,222.57,183.17,190.01,47.32,97.56,88.48,66.09,61.75,222.65,83.56,87.09,47.36,-1.14,-0.73,-0.74,0.0,-1.33,-1.3,6511.0,0.4122637547357036,0.3460941006117536,0.01,80.69,3.96,9146.29,128282.63,0.0,3.4375,0.6939,0.8072,0.6166,0.9823,0.3802,2.8236,0.8179,0.6175,3.909,0.7979,0.6159,2.7535,0.8173,0.6174,4.264,0.7956,0.6157,3.0355,1.6532,0.9931,510,247,120,40.02,44.39,54.18,40.31,85.8,,,,
apel,istockphoto-488957174-612x612.jpg,175.0,Merah,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255,222.57,183.17,190.01,47.32,97.56,88.48,66.09,61.75,222.65,83.56,87.09,47.36,-1.14,-0.73,-0.74,0.0,-1.33,-1.3,6511.0,0.4122637547357036,0.3460941006117536,0.01,80.69,3.96,9146.29,128282.63,0.0,3.4375,0.6939,0.8072,0.6166,0.9823,0.3802,2.8236,0.8179,0.6175,3.909,0.7979,0.6159,2.7535,0.8173,0.6174,4.264,0.7956,0.6157,3.0355,1.6532,0.9931,510,247,120,40.02,44.39,54.18,40.31,85.8,,,,
apel,istockphoto-501044585-612x612.jpg,177.0,Merah,367211.0,2424.0,0.7853446965421157,0.98,1.0,0.9967075977677893,193.17,163.63,163.18,69.52,97.1,96.53,82.92,74.22,196.92,69.45,82.77,64.54,-0.65,-0.31,-0.31,-0.81,-1.69,-1.71,7609.34,0.5056535405366437,0.1838253512243707,0.01,87.23,5.24,8973.6,116993.32,-0.0,3.3832,0.7303,0.7854,0.47,0.9852,0.2209,2.5581,0.8001,0.4713,4.1069,0.7705,0.4684,2.8667,0.7979,0.4713,4.0012,0.7733,0.4688,3.3513,1.8908,1.153,440,250,138,51.31,50.0,54.48,43.17,85.42,,,,
apel,istockphoto-501044585-612x612.jpg,177.0,Merah,367211.0,2424.0,0.7853446965421157,0.98,1.0,0.9967075977677893,193.17,163.63,163.18,69.52,97.1,96.53,82.92,74.22,196.92,69.45,82.77,64.54,-0.65,-0.31,-0.31,-0.81,-1.69,-1.71,7609.34,0.5056535405366437,0.1838253512243707,0.01,87.23,5.24,8973.6,116993.32,-0.0,3.3832,0.7303,0.7854,0.47,0.9852,0.2209,2.5581,0.8001,0.4713,4.1069,0.7705,0.4684,2.8667,0.7979,0.4713,4.0012,0.7733,0.4688,3.3513,1.8908,1.153,440,250,138,51.31,50.0,54.48,43.17,85.42,,,,
apel,istockphoto-517715916-612x612.jpg,107.0,Merah,180415.0,4958.0,0.0922287953451872,1.5,0.8209525716339875,0.7225386069460464,237.37,193.63,193.68,28.89,88.03,87.69,40.07,57.57,237.39,73.62,83.52,28.9,-1.61,-0.86,-0.85,2.18,-1.04,-1.06,4811.57,0.3355711984345544,0.4193453005033796,0.01,69.37,3.45,5771.33,108799.19,0.96,1.9375,0.5408,0.826,0.6539,0.9864,0.4276,1.4775,0.8362,0.6544,2.3572,0.8142,0.6535,1.542,0.8375,0.6543,2.3732,0.8164,0.6535,2.6568,1.3256,0.5631,223,127,56,53.61,45.67,43.48,32.87,66.76,,,,
apel,istockphoto-517715916-612x612.jpg,107.0,Merah,180415.0,4958.0,0.0922287953451872,1.5,0.8209525716339875,0.7225386069460464,237.37,193.63,193.68,28.89,88.03,87.69,40.07,57.57,237.39,73.62,83.52,28.9,-1.61,-0.86,-0.85,2.18,-1.04,-1.06,4811.57,0.3355711984345544,0.4193453005033796,0.01,69.37,3.45,5771.33,108799.19,0.96,1.9375,0.5408,0.826,0.6539,0.9864,0.4276,1.4775,0.8362,0.6544,2.3572,0.8142,0.6535,1.542,0.8375,0.6543,2.3732,0.8164,0.6535,2.6568,1.3256,0.5631,223,127,56,53.61,45.67,43.48,32.87,66.76,,,,
apel,istockphoto-586052010-612x612.jpg,175.0,Merah,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255,223.15,183.78,190.53,46.81,97.28,88.11,65.71,61.47,223.18,84.14,86.94,46.83,-1.14,-0.74,-0.75,-0.02,-1.3,-1.28,6461.17,0.4094517912503688,0.3622357506122913,0.01,80.38,3.88,9134.55,128543.47,0.0,3.4571,0.6905,0.809,0.617,0.982,0.3807,2.8091,0.8186,0.618,4.2843,0.7973,0.616,2.7842,0.8193,0.6178,3.9506,0.8006,0.6163,3.0347,1.592,0.9782,523,246,114,39.09,42.83,56.17,40.02,86.35,,,,
apel,istockphoto-586052010-612x612.jpg,175.0,Merah,367822.0,2426.0,0.7853549266218772,0.99,1.0,0.9967103480419255,223.15,183.78,190.53,46.81,97.28,88.11,65.71,61.47,223.18,84.14,86.94,46.83,-1.14,-0.74,-0.75,-0.02,-1.3,-1.28,6461.17,0.4094517912503688,0.3622357506122913,0.01,80.38,3.88,9134.55,128543.47,0.0,3.4571,0.6905,0.809,0.617,0.982,0.3807,2.8091,0.8186,0.618,4.2843,0.7973,0.616,2.7842,0.8193,0.6178,3.9506,0.8006,0.6163,3.0347,1.592,0.9782,523,246,114,39.09,42.83,56.17,40.02,86.35,,,,
apel,istockphoto-609822514-612x612.jpg,2.5,Merah,336050.0,2322.0,0.783230034429948,1.11,1.0,0.996554096532745,229.69,193.39,182.63,42.25,82.42,93.07,7.08,65.99,232.88,23.02,86.06,34.58,-1.91,-0.82,-0.64,3.1,-1.0,-1.39,4632.24,0.3352533078340892,0.3226439126671786,0.01,68.06,4.15,7789.87,124093.61,0.0,2.7303,0.6619,0.8046,0.5925,0.98,0.3511,2.1879,0.8166,0.5935,3.3058,0.7923,0.5915,2.2846,0.8157,0.5935,3.1429,0.7937,0.5916,3.3818,1.2568,0.4611,378,132,41,55.8,57.29,66.09,38.44,74.46,43.0,Hijau,,
apel,istockphoto-609822514-612x612.jpg,2.5,Merah,336050.0,2322.0,0.783230034429948,1.11,1.0,0.996554096532745,229.69,193.39,182.63,42.25,82.42,93.07,7.08,65.99,232.88,23.02,86.06,34.58,-1.91,-0.82,-0.64,3.1,-1.0,-1.39,4632.24,0.3352533078340892,0.3226439126671786,0.01,68.06,4.15,7789.87,124093.61,0.0,2.7303,0.6619,0.8046,0.5925,0.98,0.3511,2.1879,0.8166,0.5935,3.3058,0.7923,0.5915,2.2846,0.8157,0.5935,3.1429,0.7937,0.5916,3.3818,1.2568,0.4611,378,132,41,55.8,57.29,66.09,38.44,74.46,43.0,Hijau,,
apel,istockphoto-613780354-612x612.jpg,177.0,Merah,367822.0,2426.0,0.7853549266218772,1.01,1.0,0.9967103480419255,235.28,146.11,151.05,27.9,101.05,95.05,77.6,106.9,235.34,86.45,101.29,27.92,-1.53,-0.07,-0.02,1.84,-1.73,-1.74,5714.32,0.4361081509928141,0.1243004979493176,0.01,75.59,5.72,8317.88,114574.85,0.0,3.0634,0.8469,0.7296,0.3986,0.982,0.1589,2.6407,0.7469,0.4,3.5248,0.7137,0.3971,2.2997,0.7463,0.4,3.7883,0.7113,0.3971,4.2018,1.2216,0.5384,464,148,55,60.92,53.48,63.85,49.92,74.95,,,,
apel,istockphoto-613780354-612x612.jpg,177.0,Merah,367822.0,2426.0,0.7853549266218772,1.01,1.0,0.9967103480419255,235.28,146.11,151.05,27.9,101.05,95.05,77.6,106.9,235.34,86.45,101.29,27.92,-1.53,-0.07,-0.02,1.84,-1.73,-1.74,5714.32,0.4361081509928141,0.1243004979493176,0.01,75.59,5.72,8317.88,114574.85,0.0,3.0634,0.8469,0.7296,0.3986,0.982,0.1589,2.6407,0.7469,0.4,3.5248,0.7137,0.3971,2.2997,0.7463,0.4,3.7883,0.7113,0.3971,4.2018,1.2216,0.5384,464,148,55,60.92,53.48,63.85,49.92,74.95,,,,
apel,istockphoto-616108408-612x612.jpg,6.0,Merah,279838.0,2138.0,0.769309597540746,1.33,1.0,0.9961909237187976,230.73,196.77,186.76,40.96,79.74,92.28,4.11,60.71,230.78,13.58,82.84,40.97,-1.73,-0.78,-0.72,2.36,-1.17,-1.34,4674.9,0.3322609503657374,0.3661145071577728,0.01,68.37,3.89,5549.53,114794.59,0.0,1.6833,0.4647,0.8407,0.6209,0.9879,0.3855,1.3466,0.8542,0.622,1.8327,0.8283,0.62,1.2985,0.8536,0.6216,2.2555,0.8266,0.6198,1.8892,0.9273,0.6066,137,51,14,70.27,90.06,212.75,28.54,63.56,,,,
apel,istockphoto-616108408-612x612.jpg,6.0,Merah,279838.0,2138.0,0.769309597540746,1.33,1.0,0.9961909237187976,230.73,196.77,186.76,40.96,79.74,92.28,4.11,60.71,230.78,13.58,82.84,40.97,-1.73,-0.78,-0.72,2.36,-1.17,-1.34,4674.9,0.3322609503657374,0.3661145071577728,0.01,68.37,3.89,5549.53,114794.59,0.0,1.6833,0.4647,0.8407,0.6209,0.9879,0.3855,1.3466,0.8542,0.622,1.8327,0.8283,0.62,1.2985,0.8536,0.6216,2.2555,0.8266,0.6198,1.8892,0.9273,0.6066,137,51,14,70.27,90.06,212.75,28.54,63.56,,,,
apel,istockphoto-625771024-612x612.jpg,72.0,Merah,358046.0,2394.0,0.7850555679418618,1.04,1.0,0.9966652191825055,239.08,153.53,144.36,22.31,99.43,101.6,33.02,109.87,239.12,65.31,103.17,22.33,-1.6,-0.25,-0.04,2.72,-1.63,-1.76,5534.74,0.4178087679204124,0.1387142412005224,0.01,74.4,5.68,5900.11,115515.03,0.0,1.6039,0.6074,0.7727,0.4008,0.9903,0.1606,1.3164,0.7934,0.4025,1.857,0.7534,0.3991,1.2106,0.7902,0.4023,2.0318,0.754,0.3993,1.7183,0.7118,0.4231,164,55,20,68.29,83.38,138.25,36.85,54.7,,,,
apel,istockphoto-625771024-612x612.jpg,72.0,Merah,358046.0,2394.0,0.7850555679418618,1.04,1.0,0.9966652191825055,239.08,153.53,144.36,22.31,99.43,101.6,33.02,109.87,239.12,65.31,103.17,22.33,-1.6,-0.25,-0.04,2.72,-1.63,-1.76,5534.74,0.4178087679204124,0.1387142412005224,0.01,74.4,5.68,5900.11,115515.03,0.0,1.6039,0.6074,0.7727,0.4008,0.9903,0.1606,1.3164,0.7934,0.4025,1.857,0.7534,0.3991,1.2106,0.7902,0.4023,2.0318,0.754,0.3993,1.7183,0.7118,0.4231,164,55,20,68.29,83.38,138.25,36.85,54.7,,,,
apel,istockphoto-667661104-612x612.jpg,2.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,235.3,184.67,180.14,30.03,88.82,93.19,11.88,68.69,235.33,41.05,87.67,30.04,-1.6,-0.62,-0.56,2.41,-1.42,-1.52,4940.11,0.3526844895318819,0.3070172624413401,0.01,70.29,4.24,3249.24,105545.58,0.0,0.7686,0.3516,0.8575,0.5746,0.9948,0.3302,0.5797,0.875,0.5761,0.9567,0.842,0.5734,0.5645,0.8725,0.5758,0.9734,0.8406,0.5733,1.4466,0.6684,0.3969,76,24,10,85.37,125.67,177.05,23.09,42.87,,,,
apel,istockphoto-667661104-612x612.jpg,2.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,235.3,184.67,180.14,30.03,88.82,93.19,11.88,68.69,235.33,41.05,87.67,30.04,-1.6,-0.62,-0.56,2.41,-1.42,-1.52,4940.11,0.3526844895318819,0.3070172624413401,0.01,70.29,4.24,3249.24,105545.58,0.0,0.7686,0.3516,0.8575,0.5746,0.9948,0.3302,0.5797,0.875,0.5761,0.9567,0.842,0.5734,0.5645,0.8725,0.5758,0.9734,0.8406,0.5733,1.4466,0.6684,0.3969,76,24,10,85.37,125.67,177.05,23.09,42.87,,,,
apel,istockphoto-667680664-612x612.jpg,36.8,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,213.52,181.09,171.46,55.65,93.04,96.64,25.89,70.62,213.58,57.33,84.99,55.66,-1.02,-0.7,-0.47,-0.39,-1.26,-1.54,6627.3,0.4291533423220828,0.2611717801942125,0.01,81.41,4.78,3381.79,103094.55,0.0,0.8261,0.3728,0.8497,0.5295,0.9959,0.2804,0.6285,0.8688,0.5312,0.9899,0.8332,0.5282,0.6006,0.8635,0.5306,1.0855,0.8331,0.5282,1.3428,0.6155,0.4249,84,27,13,72.73,101.75,143.77,24.41,44.07,,,,
apel,istockphoto-667680664-612x612.jpg,36.8,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,213.52,181.09,171.46,55.65,93.04,96.64,25.89,70.62,213.58,57.33,84.99,55.66,-1.02,-0.7,-0.47,-0.39,-1.26,-1.54,6627.3,0.4291533423220828,0.2611717801942125,0.01,81.41,4.78,3381.79,103094.55,0.0,0.8261,0.3728,0.8497,0.5295,0.9959,0.2804,0.6285,0.8688,0.5312,0.9899,0.8332,0.5282,0.6006,0.8635,0.5306,1.0855,0.8331,0.5282,1.3428,0.6155,0.4249,84,27,13,72.73,101.75,143.77,24.41,44.07,,,,
apel,istockphoto-92360356-612x612.jpg,3.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,220.47,183.09,179.21,47.59,90.01,96.08,42.98,65.64,220.8,64.49,89.85,47.81,-1.2,-0.77,-0.76,0.12,-1.14,-1.16,5884.99,0.3958217642305169,0.1064883022194306,0.01,76.71,5.48,4745.58,104047.91,-0.24,1.3301,0.398,0.8611,0.5579,0.9927,0.3113,1.1255,0.8763,0.5587,1.6169,0.8504,0.5571,0.9489,0.8713,0.5589,1.6289,0.8465,0.557,1.6284,0.8246,0.489,89,46,28,83.6,80.31,77.54,24.64,55.99,,,,
apel,istockphoto-92360356-612x612.jpg,3.0,Merah,248677.0,2036.0,0.753858673847898,1.5,1.0,0.9959190375496604,220.47,183.09,179.21,47.59,90.01,96.08,42.98,65.64,220.8,64.49,89.85,47.81,-1.2,-0.77,-0.76,0.12,-1.14,-1.16,5884.99,0.3958217642305169,0.1064883022194306,0.01,76.71,5.48,4745.58,104047.91,-0.24,1.3301,0.398,0.8611,0.5579,0.9927,0.3113,1.1255,0.8763,0.5587,1.6169,0.8504,0.5571,0.9489,0.8713,0.5589,1.6289,0.8465,0.557,1.6284,0.8246,0.489,89,46,28,83.6,80.31,77.54,24.64,55.99,,,,
apel,istockphoto-92655916-612x612.jpg,2.0,Merah,347659.0,2360.0,0.7844031602659967,0.93,1.0,0.9966144937507166,239.91,181.8,178.7,21.13,90.29,93.19,9.1,72.29,239.95,35.69,89.88,21.15,-1.36,-0.62,-0.59,1.43,-1.31,-1.4,4795.66,0.34831442297297,0.2894295448820294,0.01,69.25,4.41,5042.23,124243.6,0.0,1.3082,0.4293,0.8448,0.556,0.9909,0.3091,1.0438,0.8543,0.5571,1.6227,0.8294,0.5546,0.9489,0.8639,0.5574,1.6173,0.8315,0.5547,2.1474,1.0205,0.4885,260,137,64,52.49,46.67,47.13,27.29,56.09,,,,
apel,istockphoto-92655916-612x612.jpg,2.0,Merah,347659.0,2360.0,0.7844031602659967,0.93,1.0,0.9966144937507166,239.91,181.8,178.7,21.13,90.29,93.19,9.1,72.29,239.95,35.69,89.88,21.15,-1.36,-0.62,-0.59,1.43,-1.31,-1.4,4795.66,0.34831442297297,0.2894295448820294,0.01,69.25,4.41,5042.23,124243.6,0.0,1.3082,0.4293,0.8448,0.556,0.9909,0.3091,1.0438,0.8543,0.5571,1.6227,0.8294,0.5546,0.9489,0.8639,0.5574,1.6173,0.8315,0.5547,2.1474,1.0205,0.4885,260,137,64,52.49,46.67,47.13,27.29,56.09,,,,
apel,istockphoto-95484841-612x612.jpg,2.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,241.31,165.34,152.53,20.97,95.64,105.52,16.46,101.43,241.36,45.8,105.06,20.99,-2.1,-0.43,-0.27,6.95,-1.4,-1.66,5246.66,0.3881933404231085,0.2030726711852544,0.01,72.43,5.1,6957.25,122299.04,0.0,2.473,0.7357,0.7554,0.4653,0.9842,0.2165,2.0106,0.7674,0.4663,2.8927,0.7383,0.4642,1.6965,0.78,0.4669,3.2923,0.7357,0.464,5.4661,2.6339,1.304,582,326,167,63.38,53.05,50.65,47.32,74.05,,,,
apel,istockphoto-95484841-612x612.jpg,2.0,Merah,373321.0,2444.0,0.7853981633974482,1.0,1.0,0.9967346960570721,241.31,165.34,152.53,20.97,95.64,105.52,16.46,101.43,241.36,45.8,105.06,20.99,-2.1,-0.43,-0.27,6.95,-1.4,-1.66,5246.66,0.3881933404231085,0.2030726711852544,0.01,72.43,5.1,6957.25,122299.04,0.0,2.473,0.7357,0.7554,0.4653,0.9842,0.2165,2.0106,0.7674,0.4663,2.8927,0.7383,0.4642,1.6965,0.78,0.4669,3.2923,0.7357,0.464,5.4661,2.6339,1.304,582,326,167,63.38,53.05,50.65,47.32,74.05,,,,
nanas,istockphoto-1008429106-612x612.jpg,17.0,Oranye,211406.0,1914.0,0.725175805754883,0.57,1.0,0.9954888775875383,224.29,221.77,205.57,55.31,54.27,77.91,18.6,34.61,229.35,30.01,63.27,47.04,-1.8,-1.47,-1.25,2.15,1.0,0.06,3089.35,0.2518726150265727,0.3659519961185336,0.01,55.58,3.92,5635.76,104718.0,0.0,3.0184,0.6972,0.8022,0.648,0.9668,0.4199,2.4611,0.8065,0.6493,4.0378,0.7884,0.6459,1.9858,0.8251,0.6501,3.589,0.7886,0.6466,6.7036,4.4146,2.5861,242,181,148,106.59,92.08,64.51,46.03,88.27,,,,
nanas,istockphoto-1008429106-612x612.jpg,17.0,Oranye,211406.0,1914.0,0.725175805754883,0.57,1.0,0.9954888775875383,224.29,221.77,205.57,55.31,54.27,77.91,18.6,34.61,229.35,30.01,63.27,47.04,-1.8,-1.47,-1.25,2.15,1.0,0.06,3089.35,0.2518726150265727,0.3659519961185336,0.01,55.58,3.92,5635.76,104718.0,0.0,3.0184,0.6972,0.8022,0.648,0.9668,0.4199,2.4611,0.8065,0.6493,4.0378,0.7884,0.6459,1.9858,0.8251,0.6501,3.589,0.7886,0.6466,6.7036,4.4146,2.5861,242,181,148,106.59,92.08,64.51,46.03,88.27,,,,
nanas,istockphoto-1132807691-612x612.jpg,13.0,Oranye,210795.0,1912.0,0.7245934325964405,0.57,1.0,0.9954805621670634,201.99,193.94,175.54,67.66,75.64,95.57,15.02,57.07,204.59,23.63,75.65,64.56,-0.8,-0.67,-0.53,-0.85,-1.19,-1.48,5591.43,0.3849370514937434,0.2661482686802499,0.01,74.78,4.61,7016.02,95526.04,0.0,4.4995,0.9208,0.7468,0.5465,0.9729,0.2986,3.4764,0.7575,0.5477,5.6866,0.733,0.5446,3.2001,0.7679,0.5491,5.6347,0.7288,0.5445,8.0009,5.0819,3.3143,324,201,135,93.35,93.39,89.14,60.29,104.82,,,,
nanas,istockphoto-1132807691-612x612.jpg,13.0,Oranye,210795.0,1912.0,0.7245934325964405,0.57,1.0,0.9954805621670634,201.99,193.94,175.54,67.66,75.64,95.57,15.02,57.07,204.59,23.63,75.65,64.56,-0.8,-0.67,-0.53,-0.85,-1.19,-1.48,5591.43,0.3849370514937434,0.2661482686802499,0.01,74.78,4.61,7016.02,95526.04,0.0,4.4995,0.9208,0.7468,0.5465,0.9729,0.2986,3.4764,0.7575,0.5477,5.6866,0.733,0.5446,3.2001,0.7679,0.5491,5.6347,0.7288,0.5445,8.0009,5.0819,3.3143,324,201,135,93.35,93.39,89.14,60.29,104.82,,,,
nanas,istockphoto-1132807783-612x612.jpg,13.0,Oranye,230347.0,1976.0,0.7413418952290319,0.62,1.0,0.9957248331431338,214.15,207.7,194.07,62.88,70.42,88.28,12.58,41.03,216.31,22.91,66.04,59.68,-1.2,-1.05,-0.91,-0.01,-0.53,-0.95,4822.79,0.333748336897655,0.3786053579962338,0.01,69.45,3.82,6528.22,105305.68,0.0,3.5063,0.7211,0.8017,0.641,0.9755,0.4109,2.7716,0.8101,0.6418,4.663,0.7896,0.6396,2.4119,0.8189,0.6431,4.1788,0.7883,0.6395,6.4296,4.1442,2.4639,254,185,121,104.79,90.59,81.37,47.41,96.01,,,,
nanas,istockphoto-1132807783-612x612.jpg,13.0,Oranye,230347.0,1976.0,0.7413418952290319,0.62,1.0,0.9957248331431338,214.15,207.7,194.07,62.88,70.42,88.28,12.58,41.03,216.31,22.91,66.04,59.68,-1.2,-1.05,-0.91,-0.01,-0.53,-0.95,4822.79,0.333748336897655,0.3786053579962338,0.01,69.45,3.82,6528.22,105305.68,0.0,3.5063,0.7211,0.8017,0.641,0.9755,0.4109,2.7716,0.8101,0.6418,4.663,0.7896,0.6396,2.4119,0.8189,0.6431,4.1788,0.7883,0.6395,6.4296,4.1442,2.4639,254,185,121,104.79,90.59,81.37,47.41,96.01,,,,
nanas,istockphoto-120521928-612x612.jpg,20.0,Oranye,194909.0,1860.0,0.7079716528136581,0.52,1.0,0.9952461192810458,217.01,213.21,194.66,57.12,58.47,82.5,24.33,41.43,220.1,36.13,66.12,53.37,-1.42,-1.18,-0.93,0.91,0.21,-0.72,3575.21,0.2817284162846607,0.2480527571526977,0.01,59.79,4.77,7615.55,97281.34,0.02,5.4504,0.9752,0.7607,0.5569,0.9478,0.3102,4.5736,0.7701,0.558,6.7052,0.745,0.5548,3.7185,0.7807,0.56,6.8044,0.747,0.555,7.5225,6.1213,3.9966,254,236,214,105.52,91.21,64.2,61.87,113.41,,,,
nanas,istockphoto-120521928-612x612.jpg,20.0,Oranye,194909.0,1860.0,0.7079716528136581,0.52,1.0,0.9952461192810458,217.01,213.21,194.66,57.12,58.47,82.5,24.33,41.43,220.1,36.13,66.12,53.37,-1.42,-1.18,-0.93,0.91,0.21,-0.72,3575.21,0.2817284162846607,0.2480527571526977,0.01,59.79,4.77,7615.55,97281.34,0.02,5.4504,0.9752,0.7607,0.5569,0.9478,0.3102,4.5736,0.7701,0.558,6.7052,0.745,0.5548,3.7185,0.7807,0.56,6.8044,0.747,0.555,7.5225,6.1213,3.9966,254,236,214,105.52,91.21,64.2,61.87,113.41,,,,
nanas,istockphoto-121158297-612x612.jpg,27.33,Kuning,242567.0,2016.0,0.7499987256740869,0.65,1.0,0.9958575557526194,218.59,212.8,198.47,55.82,61.08,80.27,12.4,35.15,218.89,23.89,58.38,55.4,-1.27,-1.06,-0.96,0.31,-0.32,-0.69,3744.61,0.2874275931657332,0.3402601467157538,0.01,61.19,4.08,7686.75,109056.81,0.0,4.2304,0.8411,0.7771,0.616,0.9614,0.3795,3.3641,0.7865,0.617,5.01,0.7659,0.6148,3.198,0.7909,0.618,5.3494,0.7653,0.6142,6.7659,4.5423,2.7408,287,222,167,102.36,87.27,67.35,52.8,99.39,23.0,Oranye,,
nanas,istockphoto-121158297-612x612.jpg,27.33,Kuning,242567.0,2016.0,0.7499987256740869,0.65,1.0,0.9958575557526194,218.59,212.8,198.47,55.82,61.08,80.27,12.4,35.15,218.89,23.89,58.38,55.4,-1.27,-1.06,-0.96,0.31,-0.32,-0.69,3744.61,0.2874275931657332,0.3402601467157538,0.01,61.19,4.08,7686.75,109056.81,0.0,4.2304,0.8411,0.7771,0.616,0.9614,0.3795,3.3641,0.7865,0.617,5.01,0.7659,0.6148,3.198,0.7909,0.618,5.3494,0.7653,0.6142,6.7659,4.5423,2.7408,287,222,167,102.36,87.27,67.35,52.8,99.39,23.0,Oranye,,
nanas,istockphoto-1255490998-612x612.jpg,21.0,Oranye,236457.0,1996.0,0.7458319184359518,0.63,1.0,0.9957929047907823,219.14,216.53,201.81,62.09,63.82,84.24,24.25,38.21,221.7,38.75,68.18,59.13,-1.73,-1.57,-1.24,1.88,1.27,-0.09,4206.51,0.3008017558823154,0.1067959014397026,0.01,64.86,4.94,7533.59,109459.88,-0.04,4.7016,0.8606,0.7915,0.6691,0.9628,0.4476,3.4928,0.8,0.6703,6.0345,0.7776,0.6674,3.444,0.8068,0.6708,5.8353,0.7818,0.6677,6.7705,5.7055,4.2079,360,293,249,80.3,82.47,70.8,56.5,110.3,40.0,Hijau,,
nanas,istockphoto-1255490998-612x612.jpg,21.0,Oranye,236457.0,1996.0,0.7458319184359518,0.63,1.0,0.9957929047907823,219.14,216.53,201.81,62.09,63.82,84.24,24.25,38.21,221.7,38.75,68.18,59.13,-1.73,-1.57,-1.24,1.88,1.27,-0.09,4206.51,0.3008017558823154,0.1067959014397026,0.01,64.86,4.94,7533.59,109459.88,-0.04,4.7016,0.8606,0.7915,0.6691,0.9628,0.4476,3.4928,0.8,0.6703,6.0345,0.7776,0.6674,3.444,0.8068,0.6708,5.8353,0.7818,0.6677,6.7705,5.7055,4.2079,360,293,249,80.3,82.47,70.8,56.5,110.3,40.0,Hijau,,
