Kategori,Nama_File,GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,GLCM_ASM,GLCM_Contrast_0deg,GLCM_Homogeneity_0deg,GLCM_Energy_0deg,GLCM_Contrast_45deg,GLCM_Homogeneity_45deg,GLCM_Energy_45deg,GLCM_Contrast_90deg,GLCM_Homogeneity_90deg,GLCM_Energy_90deg,GLCM_Contrast_135deg,GLCM_Homogeneity_135deg,GLCM_Energy_135deg
nanas,istockphoto-1366787876-612x612.jpg,2.0577,0.4753,0.8666,0.7739,0.9829,0.5988,1.4857,0.8764,0.7745,2.5342,0.8581,0.7728,1.557,0.8745,0.775,2.6542,0.8574,0.773
nanas,istockphoto-1366787876-612x612.jpg,2.0577,0.4753,0.8666,0.7739,0.9829,0.5988,1.4857,0.8764,0.7745,2.5342,0.8581,0.7728,1.557,0.8745,0.775,2.6542,0.8574,0.773
nanas,istockphoto-144231660-612x612.jpg,4.0302,0.7364,0.8208,0.6803,0.9633,0.4628,3.3474,0.826,0.6811,5.0188,0.8107,0.679,2.8437,0.8349,0.6821,4.9108,0.8115,0.6792
nanas,istockphoto-144231660-612x612.jpg,4.0302,0.7364,0.8208,0.6803,0.9633,0.4628,3.3474,0.826,0.6811,5.0188,0.8107,0.679,2.8437,0.8349,0.6821,4.9108,0.8115,0.6792
nanas,istockphoto-144871786-612x612.jpg,7.3457,1.1842,0.726,0.4282,0.9563,0.1834,5.9938,0.7358,0.4296,8.9067,0.7129,0.4264,5.3543,0.7431,0.4309,9.1278,0.7121,0.426
nanas,istockphoto-144871786-612x612.jpg,7.3457,1.1842,0.726,0.4282,0.9563,0.1834,5.9938,0.7358,0.4296,8.9067,0.7129,0.4264,5.3543,0.7431,0.4309,9.1278,0.7121,0.426
nanas,istockphoto-152953394-612x612.jpg,3.5145,0.7107,0.812,0.6301,0.9652,0.397,2.8497,0.8209,0.6316,4.5558,0.8008,0.6283,2.5056,0.8253,0.6315,4.147,0.8011,0.6289
nanas,istockphoto-152953394-612x612.jpg,3.5145,0.7107,0.812,0.6301,0.9652,0.397,2.8497,0.8209,0.6316,4.5558,0.8008,0.6283,2.5056,0.8253,0.6315,4.147,0.8011,0.6289
nanas,istockphoto-152985782-612x612.jpg,4.791,0.7097,0.8432,0.7502,0.9553,0.5628,4.1006,0.8461,0.7506,5.9776,0.837,0.7492,3.4091,0.8547,0.7518,5.6768,0.835,0.7493
nanas,istockphoto-152985782-612x612.jpg,4.791,0.7097,0.8432,0.7502,0.9553,0.5628,4.1006,0.8461,0.7506,5.9776,0.837,0.7492,3.4091,0.8547,0.7518,5.6768,0.835,0.7493
nanas,istockphoto-152995139-612x612.jpg,4.9909,0.9482,0.7623,0.6093,0.9596,0.3712,3.9276,0.7732,0.6104,6.0178,0.7515,0.608,3.8862,0.7752,0.6111,6.1318,0.7491,0.6076
nanas,istockphoto-152995139-612x612.jpg,4.9909,0.9482,0.7623,0.6093,0.9596,0.3712,3.9276,0.7732,0.6104,6.0178,0.7515,0.608,3.8862,0.7752,0.6111,6.1318,0.7491,0.6076
nanas,istockphoto-155135289-612x612.jpg,4.6923,0.8305,0.7944,0.6435,0.9619,0.4141,3.6007,0.8021,0.6448,6.1343,0.7819,0.6419,3.6038,0.8107,0.6451,5.4304,0.7828,0.642
nanas,istockphoto-155135289-612x612.jpg,4.6923,0.8305,0.7944,0.6435,0.9619,0.4141,3.6007,0.8021,0.6448,6.1343,0.7819,0.6419,3.6038,0.8107,0.6451,5.4304,0.7828,0.642
nanas,istockphoto-172923656-612x612.jpg,4.2845,0.7924,0.803,0.6818,0.9603,0.4648,3.3895,0.8102,0.6831,5.3317,0.7949,0.6802,3.2623,0.8141,0.6831,5.1544,0.7927,0.6806
nanas,istockphoto-172923656-612x612.jpg,4.2845,0.7924,0.803,0.6818,0.9603,0.4648,3.3895,0.8102,0.6831,5.3317,0.7949,0.6802,3.2623,0.8141,0.6831,5.1544,0.7927,0.6806
nanas,istockphoto-172932390-612x612.jpg,5.2448,0.9294,0.7756,0.6259,0.961,0.3918,4.1054,0.7839,0.6273,6.4871,0.7631,0.6244,3.9506,0.7893,0.6273,6.436,0.7662,0.6246
nanas,istockphoto-172932390-612x612.jpg,5.2448,0.9294,0.7756,0.6259,0.961,0.3918,4.1054,0.7839,0.6273,6.4871,0.7631,0.6244,3.9506,0.7893,0.6273,6.436,0.7662,0.6246
nanas,istockphoto-173935152-612x612.jpg,5.9955,0.9611,0.7788,0.6218,0.952,0.3866,4.7564,0.7872,0.623,7.5483,0.7697,0.6201,4.5735,0.7896,0.6235,7.1037,0.7688,0.6206
nanas,istockphoto-173935152-612x612.jpg,5.9955,0.9611,0.7788,0.6218,0.952,0.3866,4.7564,0.7872,0.623,7.5483,0.7697,0.6201,4.5735,0.7896,0.6235,7.1037,0.7688,0.6206
nanas,istockphoto-174841598-612x612.jpg,4.5169,0.8906,0.7681,0.6082,0.9646,0.3699,3.1986,0.7805,0.61,5.8051,0.7539,0.6067,3.6843,0.7803,0.6093,5.3795,0.7574,0.6068
nanas,istockphoto-174841598-612x612.jpg,4.5169,0.8906,0.7681,0.6082,0.9646,0.3699,3.1986,0.7805,0.61,5.8051,0.7539,0.6067,3.6843,0.7803,0.6093,5.3795,0.7574,0.6068
nanas,istockphoto-176123145-612x612.jpg,6.5855,0.9713,0.7902,0.6798,0.9252,0.4621,5.173,0.7943,0.6806,8.4265,0.7798,0.6781,4.9428,0.8063,0.6821,7.7999,0.7803,0.6782
nanas,istockphoto-176123145-612x612.jpg,6.5855,0.9713,0.7902,0.6798,0.9252,0.4621,5.173,0.7943,0.6806,8.4265,0.7798,0.6781,4.9428,0.8063,0.6821,7.7999,0.7803,0.6782
nanas,istockphoto-178499769-612x612.jpg,6.1209,1.0526,0.7511,0.6179,0.9487,0.3819,4.7845,0.7588,0.6185,7.2588,0.7418,0.6167,4.8238,0.7649,0.6201,7.6166,0.7389,0.6165
nanas,istockphoto-178499769-612x612.jpg,6.1209,1.0526,0.7511,0.6179,0.9487,0.3819,4.7845,0.7588,0.6185,7.2588,0.7418,0.6167,4.8238,0.7649,0.6201,7.6166,0.7389,0.6165
nanas,istockphoto-178740379-612x612.jpg,4.7239,0.8023,0.8088,0.6861,0.9636,0.4708,3.9976,0.8113,0.6866,5.6411,0.7993,0.685,3.3006,0.8261,0.6886,5.9564,0.7987,0.6844
nanas,istockphoto-178740379-612x612.jpg,4.7239,0.8023,0.8088,0.6861,0.9636,0.4708,3.9976,0.8113,0.6866,5.6411,0.7993,0.685,3.3006,0.8261,0.6886,5.9564,0.7987,0.6844
nanas,istockphoto-178782647-612x612.jpg,6.7596,0.9895,0.7858,0.6668,0.9552,0.4446,5.7569,0.7893,0.6676,8.2907,0.776,0.6661,4.6659,0.8035,0.6686,8.3249,0.7746,0.6647
nanas,istockphoto-178782647-612x612.jpg,6.7596,0.9895,0.7858,0.6668,0.9552,0.4446,5.7569,0.7893,0.6676,8.2907,0.776,0.6661,4.6659,0.8035,0.6686,8.3249,0.7746,0.6647
nanas,istockphoto-182231981-612x612.jpg,5.0392,0.9029,0.786,0.671,0.946,0.4503,3.7582,0.796,0.6722,6.1118,0.7759,0.6698,4.0041,0.7978,0.6727,6.2827,0.7743,0.6694
nanas,istockphoto-182231981-612x612.jpg,5.0392,0.9029,0.786,0.671,0.946,0.4503,3.7582,0.796,0.6722,6.1118,0.7759,0.6698,4.0041,0.7978,0.6727,6.2827,0.7743,0.6694
nanas,istockphoto-182473485-612x612.jpg,5.0467,0.8851,0.786,0.6502,0.9549,0.4227,4.0118,0.796,0.6514,6.3993,0.7746,0.6486,3.747,0.7977,0.6514,6.0286,0.7758,0.6492
nanas,istockphoto-182473485-612x612.jpg,5.0467,0.8851,0.786,0.6502,0.9549,0.4227,4.0118,0.796,0.6514,6.3993,0.7746,0.6486,3.747,0.7977,0.6514,6.0286,0.7758,0.6492
nanas,istockphoto-185144690-612x612.jpg,4.6171,0.8748,0.7782,0.6367,0.9364,0.4054,3.9038,0.7848,0.6372,5.8167,0.7657,0.6353,3.1758,0.7955,0.6393,5.5722,0.7667,0.635
nanas,istockphoto-185144690-612x612.jpg,4.6171,0.8748,0.7782,0.6367,0.9364,0.4054,3.9038,0.7848,0.6372,5.8167,0.7657,0.6353,3.1758,0.7955,0.6393,5.5722,0.7667,0.635
nanas,istockphoto-186807261-612x612.jpg,5.9412,0.9966,0.7686,0.629,0.9501,0.3957,4.3978,0.7755,0.63,7.0447,0.7573,0.6278,4.8298,0.7833,0.6313,7.4926,0.7581,0.6271
nanas,istockphoto-186807261-612x612.jpg,5.9412,0.9966,0.7686,0.629,0.9501,0.3957,4.3978,0.7755,0.63,7.0447,0.7573,0.6278,4.8298,0.7833,0.6313,7.4926,0.7581,0.6271
nanas,istockphoto-186928771-612x612.jpg,2.9872,0.5726,0.8483,0.7162,0.9652,0.513,2.0073,0.8566,0.718,4.0065,0.8376,0.714,2.5648,0.8578,0.7174,3.3703,0.841,0.7155
nanas,istockphoto-186928771-612x612.jpg,2.9872,0.5726,0.8483,0.7162,0.9652,0.513,2.0073,0.8566,0.718,4.0065,0.8376,0.714,2.5648,0.8578,0.7174,3.3703,0.841,0.7155
nanas,istockphoto-2096261549-612x612.jpg,4.9773,1.0621,0.7107,0.5003,0.9608,0.2503,3.9811,0.7194,0.5012,6.2802,0.6941,0.4983,3.4631,0.7347,0.5033,6.1848,0.6946,0.4984
nanas,istockphoto-2096261549-612x612.jpg,4.9773,1.0621,0.7107,0.5003,0.9608,0.2503,3.9811,0.7194,0.5012,6.2802,0.6941,0.4983,3.4631,0.7347,0.5033,6.1848,0.6946,0.4984
nanas,istockphoto-2181463479-612x612.jpg,3.2695,0.7738,0.7729,0.5763,0.9629,0.3321,2.6077,0.7816,0.5775,4.3457,0.7567,0.5745,2.1967,0.7964,0.579,3.9278,0.7566,0.5741
nanas,istockphoto-2181463479-612x612.jpg,3.2695,0.7738,0.7729,0.5763,0.9629,0.3321,2.6077,0.7816,0.5775,4.3457,0.7567,0.5745,2.1967,0.7964,0.579,3.9278,0.7566,0.5741
nanas,istockphoto-2188481129-612x612.jpg,2.7047,0.5862,0.8375,0.7182,0.969,0.5158,2.08,0.8423,0.7193,3.4301,0.8282,0.7173,1.9206,0.8529,0.7198,3.3881,0.8264,0.7164
nanas,istockphoto-2188481129-612x612.jpg,2.7047,0.5862,0.8375,0.7182,0.969,0.5158,2.08,0.8423,0.7193,3.4301,0.8282,0.7173,1.9206,0.8529,0.7198,3.3881,0.8264,0.7164
nanas,istockphoto-2230793089-612x612.jpg,5.1535,0.8556,0.8044,0.6967,0.9628,0.4854,4.317,0.8073,0.6978,6.2361,0.797,0.6951,3.6875,0.8205,0.6981,6.3736,0.7926,0.6956
nanas,istockphoto-2230793089-612x612.jpg,5.1535,0.8556,0.8044,0.6967,0.9628,0.4854,4.317,0.8073,0.6978,6.2361,0.797,0.6951,3.6875,0.8205,0.6981,6.3736,0.7926,0.6956
nanas,istockphoto-453794089-612x612.jpg,5.0571,0.905,0.7812,0.6571,0.9628,0.4317,4.0242,0.7927,0.6575,6.3223,0.7681,0.6555,3.7419,0.7939,0.6593,6.1399,0.7701,0.656
nanas,istockphoto-453794089-612x612.jpg,5.0571,0.905,0.7812,0.6571,0.9628,0.4317,4.0242,0.7927,0.6575,6.3223,0.7681,0.6555,3.7419,0.7939,0.6593,6.1399,0.7701,0.656
nanas,istockphoto-464711675-612x612.jpg,8.8428,1.3869,0.6908,0.5286,0.9384,0.2794,7.1704,0.6993,0.5291,11.0225,0.6754,0.5268,6.603,0.7099,0.5315,10.5751,0.6787,0.5268
nanas,istockphoto-464711675-612x612.jpg,8.8428,1.3869,0.6908,0.5286,0.9384,0.2794,7.1704,0.6993,0.5291,11.0225,0.6754,0.5268,6.603,0.7099,0.5315,10.5751,0.6787,0.5268
nanas,istockphoto-465732960-612x612.jpg,5.4649,0.8871,0.7981,0.6889,0.9614,0.4746,4.3773,0.8052,0.6901,6.7783,0.7878,0.6879,4.1573,0.8102,0.6903,6.5466,0.789,0.6872
nanas,istockphoto-465732960-612x612.jpg,5.4649,0.8871,0.7981,0.6889,0.9614,0.4746,4.3773,0.8052,0.6901,6.7783,0.7878,0.6879,4.1573,0.8102,0.6903,6.5466,0.789,0.6872
nanas,istockphoto-467176151-612x612.jpg,4.2798,0.6487,0.8608,0.788,0.9509,0.6209,3.5813,0.8638,0.7885,5.4082,0.8543,0.7871,3.1104,0.8708,0.7894,5.0195,0.8543,0.787
nanas,istockphoto-467176151-612x612.jpg,4.2798,0.6487,0.8608,0.788,0.9509,0.6209,3.5813,0.8638,0.7885,5.4082,0.8543,0.7871,3.1104,0.8708,0.7894,5.0195,0.8543,0.787
nanas,istockphoto-469985451-612x612.jpg,3.9659,0.662,0.8459,0.7506,0.9461,0.5634,3.0482,0.8529,0.7514,4.8182,0.8388,0.7498,3.082,0.8557,0.752,4.9152,0.8364,0.7493
nanas,istockphoto-469985451-612x612.jpg,3.9659,0.662,0.8459,0.7506,0.9461,0.5634,3.0482,0.8529,0.7514,4.8182,0.8388,0.7498,3.082,0.8557,0.752,4.9152,0.8364,0.7493
nanas,istockphoto-470221128-612x612.jpg,4.2255,0.6739,0.8497,0.774,0.9477,0.5991,3.4367,0.8527,0.775,5.1444,0.8436,0.7727,3.1862,0.8601,0.7751,5.1345,0.8423,0.7732
nanas,istockphoto-470221128-612x612.jpg,4.2255,0.6739,0.8497,0.774,0.9477,0.5991,3.4367,0.8527,0.775,5.1444,0.8436,0.7727,3.1862,0.8601,0.7751,5.1345,0.8423,0.7732
nanas,istockphoto-478386400-612x612.jpg,4.3049,0.8097,0.7948,0.6643,0.9608,0.4413,2.9128,0.8069,0.6665,5.3043,0.7854,0.6631,3.6675,0.8029,0.665,5.3349,0.784,0.6627
nanas,istockphoto-478386400-612x612.jpg,4.3049,0.8097,0.7948,0.6643,0.9608,0.4413,2.9128,0.8069,0.6665,5.3043,0.7854,0.6631,3.6675,0.8029,0.665,5.3349,0.784,0.6627
nanas,istockphoto-480636761-612x612.jpg,5.8784,0.9597,0.7785,0.6593,0.95,0.4347,4.8369,0.7827,0.66,7.1321,0.7673,0.6581,4.2712,0.7972,0.6616,7.2733,0.7668,0.6575
nanas,istockphoto-480636761-612x612.jpg,5.8784,0.9597,0.7785,0.6593,0.95,0.4347,4.8369,0.7827,0.66,7.1321,0.7673,0.6581,4.2712,0.7972,0.6616,7.2733,0.7668,0.6575
nanas,istockphoto-495507915-612x612.jpg,5.4417,0.9258,0.7814,0.6515,0.9667,0.4245,4.5942,0.7889,0.6523,6.7433,0.7687,0.6502,3.785,0.7973,0.6535,6.6443,0.7707,0.6501
nanas,istockphoto-495507915-612x612.jpg,5.4417,0.9258,0.7814,0.6515,0.9667,0.4245,4.5942,0.7889,0.6523,6.7433,0.7687,0.6502,3.785,0.7973,0.6535,6.6443,0.7707,0.6501
nanas,istockphoto-510798092-612x612.jpg,6.833,1.1611,0.7287,0.5805,0.9295,0.337,5.7016,0.7344,0.5817,8.3276,0.7172,0.579,4.7969,0.7486,0.583,8.506,0.7146,0.5784
nanas,istockphoto-510798092-612x612.jpg,6.833,1.1611,0.7287,0.5805,0.9295,0.337,5.7016,0.7344,0.5817,8.3276,0.7172,0.579,4.7969,0.7486,0.583,8.506,0.7146,0.5784
nanas,istockphoto-534502336-612x612.jpg,4.9895,0.8844,0.7875,0.6618,0.9724,0.438,4.0426,0.7948,0.6625,6.365,0.7745,0.6602,3.6858,0.8028,0.6636,5.8645,0.7779,0.6609
nanas,istockphoto-534502336-612x612.jpg,4.9895,0.8844,0.7875,0.6618,0.9724,0.438,4.0426,0.7948,0.6625,6.365,0.7745,0.6602,3.6858,0.8028,0.6636,5.8645,0.7779,0.6609
nanas,istockphoto-541148662-612x612.jpg,6.7002,1.025,0.7671,0.6267,0.9621,0.3927,5.8247,0.7733,0.6275,8.4871,0.7524,0.6252,4.4779,0.7845,0.6288,8.0113,0.758,0.6252
nanas,istockphoto-541148662-612x612.jpg,6.7002,1.025,0.7671,0.6267,0.9621,0.3927,5.8247,0.7733,0.6275,8.4871,0.7524,0.6252,4.4779,0.7845,0.6288,8.0113,0.758,0.6252
nanas,istockphoto-578576926-612x612.jpg,6.756,1.0556,0.7608,0.6151,0.9619,0.3783,5.2613,0.7753,0.6163,8.3456,0.7505,0.6131,5.2035,0.772,0.6169,8.2135,0.7453,0.614
nanas,istockphoto-578576926-612x612.jpg,6.756,1.0556,0.7608,0.6151,0.9619,0.3783,5.2613,0.7753,0.6163,8.3456,0.7505,0.6131,5.2035,0.772,0.6169,8.2135,0.7453,0.614
nanas,istockphoto-586703630-612x612.jpg,3.3007,0.608,0.8452,0.7303,0.9409,0.5334,2.7684,0.8512,0.7312,4.2591,0.8364,0.7292,2.2733,0.8556,0.7317,3.9019,0.8378,0.7292
nanas,istockphoto-586703630-612x612.jpg,3.3007,0.608,0.8452,0.7303,0.9409,0.5334,2.7684,0.8512,0.7312,4.2591,0.8364,0.7292,2.2733,0.8556,0.7317,3.9019,0.8378,0.7292
nanas,istockphoto-89897437-612x612.jpg,6.0131,0.933,0.7937,0.683,0.929,0.4665,4.9496,0.7988,0.684,7.3793,0.7838,0.6814,4.5024,0.8054,0.6848,7.2212,0.787,0.6818
nanas,istockphoto-89897437-612x612.jpg,6.0131,0.933,0.7937,0.683,0.929,0.4665,4.9496,0.7988,0.684,7.3793,0.7838,0.6814,4.5024,0.8054,0.6848,7.2212,0.787,0.6818
nanas,istockphoto-91830998-612x612.jpg,4.8201,0.8102,0.8037,0.6733,0.9683,0.4534,4.1496,0.8094,0.6738,5.7073,0.794,0.6721,3.3514,0.8196,0.6754,6.072,0.7916,0.6721
nanas,istockphoto-91830998-612x612.jpg,4.8201,0.8102,0.8037,0.6733,0.9683,0.4534,4.1496,0.8094,0.6738,5.7073,0.794,0.6721,3.3514,0.8196,0.6754,6.072,0.7916,0.6721
nanas,istockphoto-92364805-612x612.jpg,5.5962,0.8814,0.8003,0.5044,0.9455,0.2544,4.7317,0.8067,0.5054,6.6234,0.7929,0.5032,3.8549,0.8136,0.5064,7.1748,0.788,0.5026
nanas,istockphoto-92364805-612x612.jpg,5.5962,0.8814,0.8003,0.5044,0.9455,0.2544,4.7317,0.8067,0.5054,6.6234,0.7929,0.5032,3.8549,0.8136,0.5064,7.1748,0.788,0.5026
nanas,istockphoto-96777024-612x612.jpg,5.5897,0.9063,0.7882,0.6635,0.9444,0.4402,4.8726,0.7888,0.6644,6.1676,0.7816,0.662,3.8551,0.8072,0.6654,7.4634,0.775,0.6621
nanas,istockphoto-96777024-612x612.jpg,5.5897,0.9063,0.7882,0.6635,0.9444,0.4402,4.8726,0.7888,0.6644,6.1676,0.7816,0.662,3.8551,0.8072,0.6654,7.4634,0.775,0.6621
pisang,istockphoto-111833285-612x612.jpg,0.7485,0.2085,0.9267,0.6541,0.9804,0.4279,0.5339,0.9431,0.6565,0.8661,0.9241,0.6529,0.584,0.929,0.6546,1.0102,0.9105,0.6525
pisang,istockphoto-111833285-612x612.jpg,0.7485,0.2085,0.9267,0.6541,0.9804,0.4279,0.5339,0.9431,0.6565,0.8661,0.9241,0.6529,0.584,0.929,0.6546,1.0102,0.9105,0.6525
pisang,istockphoto-1142556015-612x612.jpg,0.3172,0.139,0.9438,0.5641,0.993,0.3182,0.2222,0.9612,0.5667,0.3734,0.9356,0.5623,0.2413,0.9439,0.5647,0.4317,0.9347,0.5626
pisang,istockphoto-1142556015-612x612.jpg,0.3172,0.139,0.9438,0.5641,0.993,0.3182,0.2222,0.9612,0.5667,0.3734,0.9356,0.5623,0.2413,0.9439,0.5647,0.4317,0.9347,0.5626
pisang,istockphoto-1145222158-612x612.jpg,0.4657,0.1666,0.9365,0.6352,0.9851,0.4035,0.3058,0.96,0.6394,0.4727,0.9318,0.6335,0.3672,0.9331,0.6349,0.717,0.921,0.6331
pisang,istockphoto-1145222158-612x612.jpg,0.4657,0.1666,0.9365,0.6352,0.9851,0.4035,0.3058,0.96,0.6394,0.4727,0.9318,0.6335,0.3672,0.9331,0.6349,0.717,0.921,0.6331
pisang,istockphoto-1145692762-612x612.jpg,0.8042,0.2782,0.8928,0.5153,0.9905,0.2656,0.5728,0.9231,0.5183,0.9363,0.8879,0.5142,0.5901,0.8934,0.5159,1.1175,0.8669,0.513
pisang,istockphoto-1145692762-612x612.jpg,0.8042,0.2782,0.8928,0.5153,0.9905,0.2656,0.5728,0.9231,0.5183,0.9363,0.8879,0.5142,0.5901,0.8934,0.5159,1.1175,0.8669,0.513
pisang,istockphoto-1146065629-612x612.jpg,0.7559,0.2538,0.9029,0.524,0.9942,0.2746,0.5087,0.9284,0.5263,0.9509,0.8804,0.5222,0.5921,0.905,0.5247,0.9718,0.8978,0.5228
pisang,istockphoto-1146065629-612x612.jpg,0.7559,0.2538,0.9029,0.524,0.9942,0.2746,0.5087,0.9284,0.5263,0.9509,0.8804,0.5222,0.5921,0.905,0.5247,0.9718,0.8978,0.5228
pisang,istockphoto-1146507783-612x612.jpg,0.7713,0.2535,0.9046,0.5754,0.9911,0.3311,0.5286,0.9338,0.5778,0.9716,0.8881,0.5735,0.5894,0.9037,0.576,0.9954,0.8926,0.5741
pisang,istockphoto-1146507783-612x612.jpg,0.7713,0.2535,0.9046,0.5754,0.9911,0.3311,0.5286,0.9338,0.5778,0.9716,0.8881,0.5735,0.5894,0.9037,0.576,0.9954,0.8926,0.5741
pisang,istockphoto-1148078328-612x612.jpg,0.4285,0.1604,0.9377,0.5467,0.9899,0.2989,0.2948,0.9575,0.5499,0.4988,0.9371,0.5461,0.3267,0.9372,0.5471,0.5938,0.9189,0.5438
pisang,istockphoto-1148078328-612x612.jpg,0.4285,0.1604,0.9377,0.5467,0.9899,0.2989,0.2948,0.9575,0.5499,0.4988,0.9371,0.5461,0.3267,0.9372,0.5471,0.5938,0.9189,0.5438
pisang,istockphoto-1153426278-612x612.jpg,0.1963,0.0865,0.9647,0.7094,0.991,0.5033,0.1454,0.9749,0.7116,0.2949,0.9587,0.7081,0.146,0.9656,0.7098,0.1991,0.9596,0.7083
pisang,istockphoto-1153426278-612x612.jpg,0.1963,0.0865,0.9647,0.7094,0.991,0.5033,0.1454,0.9749,0.7116,0.2949,0.9587,0.7081,0.146,0.9656,0.7098,0.1991,0.9596,0.7083
pisang,istockphoto-1403991086-612x612.jpg,0.5603,0.1676,0.9394,0.489,0.987,0.2391,0.3957,0.9479,0.4913,0.7755,0.9228,0.4854,0.4299,0.9462,0.4903,0.64,0.9406,0.4888
pisang,istockphoto-1403991086-612x612.jpg,0.5603,0.1676,0.9394,0.489,0.987,0.2391,0.3957,0.9479,0.4913,0.7755,0.9228,0.4854,0.4299,0.9462,0.4903,0.64,0.9406,0.4888
pisang,istockphoto-1454764028-612x612.jpg,0.5992,0.2166,0.9178,0.496,0.9887,0.246,0.3704,0.9396,0.5004,0.6332,0.9116,0.4949,0.538,0.9166,0.4964,0.8552,0.9034,0.4923
pisang,istockphoto-1454764028-612x612.jpg,0.5992,0.2166,0.9178,0.496,0.9887,0.246,0.3704,0.9396,0.5004,0.6332,0.9116,0.4949,0.538,0.9166,0.4964,0.8552,0.9034,0.4923
pisang,istockphoto-1461328229-612x612.jpg,0.2474,0.1111,0.9542,0.6461,0.9923,0.4175,0.1393,0.9726,0.6493,0.2939,0.9467,0.6446,0.2195,0.9516,0.6461,0.3369,0.9459,0.6445
pisang,istockphoto-1461328229-612x612.jpg,0.2474,0.1111,0.9542,0.6461,0.9923,0.4175,0.1393,0.9726,0.6493,0.2939,0.9467,0.6446,0.2195,0.9516,0.6461,0.3369,0.9459,0.6445
pisang,istockphoto-147069390-612x612.jpg,0.4948,0.1051,0.9676,0.8107,0.9742,0.6572,0.2483,0.9778,0.8128,0.6514,0.9629,0.8096,0.467,0.9666,0.8106,0.6124,0.963,0.8097
pisang,istockphoto-147069390-612x612.jpg,0.4948,0.1051,0.9676,0.8107,0.9742,0.6572,0.2483,0.9778,0.8128,0.6514,0.9629,0.8096,0.467,0.9666,0.8106,0.6124,0.963,0.8097
pisang,istockphoto-148327893-612x612.jpg,0.752,0.2107,0.9257,0.5644,0.9821,0.3186,0.4989,0.9477,0.5676,0.926,0.9199,0.5633,0.6008,0.9254,0.5646,0.9821,0.9096,0.5621
pisang,istockphoto-148327893-612x612.jpg,0.752,0.2107,0.9257,0.5644,0.9821,0.3186,0.4989,0.9477,0.5676,0.926,0.9199,0.5633,0.6008,0.9254,0.5646,0.9821,0.9096,0.5621
pisang,istockphoto-151555636-612x612.jpg,0.8315,0.2364,0.9153,0.5709,0.9885,0.3259,0.5848,0.939,0.5735,0.9301,0.9085,0.5696,0.6533,0.9158,0.5712,1.1578,0.8977,0.569
pisang,istockphoto-151555636-612x612.jpg,0.8315,0.2364,0.9153,0.5709,0.9885,0.3259,0.5848,0.939,0.5735,0.9301,0.9085,0.5696,0.6533,0.9158,0.5712,1.1578,0.8977,0.569
pisang,istockphoto-152172736-612x612.jpg,0.5423,0.161,0.9429,0.5916,0.9762,0.35,0.3563,0.961,0.5953,0.6143,0.9386,0.59,0.4371,0.9429,0.5919,0.7617,0.9292,0.5893
pisang,istockphoto-152172736-612x612.jpg,0.5423,0.161,0.9429,0.5916,0.9762,0.35,0.3563,0.961,0.5953,0.6143,0.9386,0.59,0.4371,0.9429,0.5919,0.7617,0.9292,0.5893
pisang,istockphoto-153152189-612x612.jpg,0.5346,0.1705,0.9365,0.5736,0.984,0.3291,0.4094,0.9516,0.576,0.7514,0.9249,0.572,0.3926,0.9384,0.5742,0.5852,0.9313,0.5724
pisang,istockphoto-153152189-612x612.jpg,0.5346,0.1705,0.9365,0.5736,0.984,0.3291,0.4094,0.9516,0.576,0.7514,0.9249,0.572,0.3926,0.9384,0.5742,0.5852,0.9313,0.5724
pisang,istockphoto-153687315-612x612.jpg,0.8181,0.2001,0.9341,0.6478,0.9736,0.4196,0.6195,0.9404,0.6498,1.0677,0.9304,0.6466,0.6271,0.9414,0.6485,0.9581,0.9242,0.6462
pisang,istockphoto-153687315-612x612.jpg,0.8181,0.2001,0.9341,0.6478,0.9736,0.4196,0.6195,0.9404,0.6498,1.0677,0.9304,0.6466,0.6271,0.9414,0.6485,0.9581,0.9242,0.6462
pisang,istockphoto-155428659-612x612.jpg,0.4748,0.1232,0.9587,0.7599,0.9854,0.5774,0.3173,0.9762,0.7618,0.5751,0.9515,0.7589,0.3705,0.9555,0.76,0.6362,0.9516,0.7588
pisang,istockphoto-155428659-612x612.jpg,0.4748,0.1232,0.9587,0.7599,0.9854,0.5774,0.3173,0.9762,0.7618,0.5751,0.9515,0.7589,0.3705,0.9555,0.76,0.6362,0.9516,0.7588
pisang,istockphoto-160420996-612x612.jpg,0.5445,0.1527,0.9467,0.6705,0.9793,0.4495,0.4273,0.9598,0.6729,0.6404,0.9428,0.6695,0.3871,0.9481,0.6707,0.7232,0.9364,0.6687
pisang,istockphoto-160420996-612x612.jpg,0.5445,0.1527,0.9467,0.6705,0.9793,0.4495,0.4273,0.9598,0.6729,0.6404,0.9428,0.6695,0.3871,0.9481,0.6707,0.7232,0.9364,0.6687
pisang,istockphoto-173915234-612x612.jpg,0.6009,0.1995,0.9249,0.5925,0.9906,0.3511,0.3983,0.9553,0.5961,0.919,0.9061,0.5905,0.4784,0.9195,0.5925,0.608,0.9188,0.5911
pisang,istockphoto-173915234-612x612.jpg,0.6009,0.1995,0.9249,0.5925,0.9906,0.3511,0.3983,0.9553,0.5961,0.919,0.9061,0.5905,0.4784,0.9195,0.5925,0.608,0.9188,0.5911
