Kategori,Nama_File,Hue_1,Warna_1,Hue_2,Warna_2,Hue_3,Warna_3
pear,istockphoto-469077826-612x612.jpg,32.0,Kuning,,,,
pear,istockphoto-469077826-612x612.jpg,32.0,Kuning,,,,
pear,istockphoto-469257342-612x612.jpg,28.0,Kuning,,,,
pear,istockphoto-469257342-612x612.jpg,28.0,Kuning,,,,
pear,istockphoto-482155234-612x612.jpg,32.0,Kuning,,,,
pear,istockphoto-482155234-612x612.jpg,32.0,Kuning,,,,
pear,istockphoto-526075659-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pear,istockphoto-526075659-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pear,istockphoto-531932353-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pear,istockphoto-531932353-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pear,istockphoto-628329026-612x612.jpg,23.0,Oranye,27.0,Kuning,,
pear,istockphoto-628329026-612x612.jpg,23.0,Oranye,27.0,Kuning,,
pear,istockphoto-825296046-612x612.jpg,30.5,Kuning,22.0,Oranye,,
pear,istockphoto-825296046-612x612.jpg,30.5,Kuning,22.0,Oranye,,
pear,istockphoto-841873650-612x612.jpg,29.0,Kuning,,,,
pear,istockphoto-841873650-612x612.jpg,29.0,Kuning,,,,
pear,istockphoto-875187092-612x612.jpg,31.0,Kuning,,,,
pear,istockphoto-875187092-612x612.jpg,31.0,Kuning,,,,
pear,istockphoto-887973968-612x612.jpg,29.0,Kuning,50.5,Hijau,,
pear,istockphoto-887973968-612x612.jpg,29.0,Kuning,50.5,Hijau,,
pear,istockphoto-891632100-612x612.jpg,29.0,Kuning,,,,
pear,istockphoto-891632100-612x612.jpg,29.0,Kuning,,,,
pear,istockphoto-948034382-612x612.jpg,27.0,Kuning,,,,
pear,istockphoto-948034382-612x612.jpg,27.0,Kuning,,,,
pear,istockphoto-98261151-612x612.jpg,20.0,Oranye,,,,
pear,istockphoto-98261151-612x612.jpg,20.0,Oranye,,,,
pear,istockphoto-98430804-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pear,istockphoto-98430804-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pear,istockphoto-998836878-612x612.jpg,30.0,Kuning,,,,
pear,istockphoto-998836878-612x612.jpg,30.0,Kuning,,,,
pisang,istockphoto-111833285-612x612.jpg,32.0,Kuning,35.0,Hijau,,
pisang,istockphoto-111833285-612x612.jpg,32.0,Kuning,35.0,Hijau,,
pisang,istockphoto-1142556015-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-1142556015-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-1145222158-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-1145222158-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-1145692762-612x612.jpg,31.25,Kuning,35.0,Hijau,,
pisang,istockphoto-1145692762-612x612.jpg,31.25,Kuning,35.0,Hijau,,
pisang,istockphoto-1146065629-612x612.jpg,31.25,Kuning,35.0,Hijau,,
pisang,istockphoto-1146065629-612x612.jpg,31.25,Kuning,35.0,Hijau,,
pisang,istockphoto-1146507783-612x612.jpg,32.5,Kuning,35.0,Hijau,,
pisang,istockphoto-1146507783-612x612.jpg,32.5,Kuning,35.0,Hijau,,
pisang,istockphoto-1148078328-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-1148078328-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-1153426278-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-1153426278-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-1403991086-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-1403991086-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-1454764028-612x612.jpg,37.8,Hijau,,,,
pisang,istockphoto-1454764028-612x612.jpg,37.8,Hijau,,,,
pisang,istockphoto-1461328229-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-1461328229-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-147069390-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-147069390-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-148327893-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-148327893-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-151555636-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-151555636-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-152172736-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pisang,istockphoto-152172736-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pisang,istockphoto-153152189-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-153152189-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-153687315-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-153687315-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-155428659-612x612.jpg,21.75,Oranye,25.0,Kuning,,
pisang,istockphoto-155428659-612x612.jpg,21.75,Oranye,25.0,Kuning,,
pisang,istockphoto-160420996-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-160420996-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-173915234-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-173915234-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-174192325-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-174192325-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-175129786-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-175129786-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-176810394-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-176810394-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-177100013-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-177100013-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-178377154-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-178377154-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-178564443-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-178564443-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-179066874-612x612.jpg,37.0,Hijau,,,,
pisang,istockphoto-179066874-612x612.jpg,37.0,Hijau,,,,
pisang,istockphoto-184758160-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-184758160-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-185302736-612x612.jpg,27.0,Kuning,,,,
pisang,istockphoto-185302736-612x612.jpg,27.0,Kuning,,,,
pisang,istockphoto-186012002-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-186012002-612x612.jpg,23.0,Oranye,25.5,Kuning,,
pisang,istockphoto-2209570997-612x612.jpg,36.5,Hijau,34.0,Kuning,,
pisang,istockphoto-2209570997-612x612.jpg,36.5,Hijau,34.0,Kuning,,
pisang,istockphoto-453270811-612x612.jpg,28.8,Kuning,,,,
pisang,istockphoto-453270811-612x612.jpg,28.8,Kuning,,,,
pisang,istockphoto-462433767-612x612.jpg,26.5,Kuning,22.0,Oranye,,
pisang,istockphoto-462433767-612x612.jpg,26.5,Kuning,22.0,Oranye,,
pisang,istockphoto-468554282-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-468554282-612x612.jpg,21.0,Oranye,,,,
pisang,istockphoto-486818690-612x612.jpg,26.5,Kuning,24.0,Oranye,,
pisang,istockphoto-486818690-612x612.jpg,26.5,Kuning,24.0,Oranye,,
pisang,istockphoto-490514186-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-490514186-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-495671192-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-495671192-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-499360203-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-499360203-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-499436327-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-499436327-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-512335536-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-512335536-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-519124142-612x612.jpg,29.0,Kuning,,,,
pisang,istockphoto-519124142-612x612.jpg,29.0,Kuning,,,,
pisang,istockphoto-874426588-612x612.jpg,38.0,Hijau,,,,
pisang,istockphoto-874426588-612x612.jpg,38.0,Hijau,,,,
pisang,istockphoto-89486138-612x612.jpg,36.5,Hijau,34.0,Kuning,,
pisang,istockphoto-89486138-612x612.jpg,36.5,Hijau,34.0,Kuning,,
pisang,istockphoto-89924216-612x612.jpg,28.0,Kuning,,,,
pisang,istockphoto-89924216-612x612.jpg,28.0,Kuning,,,,
pisang,istockphoto-91710396-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-91710396-612x612.jpg,22.0,Oranye,,,,
pisang,istockphoto-93029283-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-93029283-612x612.jpg,26.0,Kuning,23.5,Oranye,,
pisang,istockphoto-93385142-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pisang,istockphoto-93385142-612x612.jpg,25.5,Kuning,23.0,Oranye,,
pisang,istockphoto-953956760-612x612.jpg,37.0,Hijau,,,,
pisang,istockphoto-953956760-612x612.jpg,37.0,Hijau,,,,
pisang,istockphoto-96891345-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-96891345-612x612.jpg,22.5,Oranye,25.0,Kuning,,
pisang,istockphoto-97689079-612x612.jpg,26.5,Kuning,24.0,Oranye,,
pisang,istockphoto-97689079-612x612.jpg,26.5,Kuning,24.0,Oranye,,
strawberry,istockphoto-1014791658-612x612.jpg,133.75,Merah,35.0,Hijau,,
strawberry,istockphoto-1014791658-612x612.jpg,133.75,Merah,35.0,Hijau,,
strawberry,istockphoto-1015639098-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1015639098-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1015653774-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1015653774-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1032609648-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1032609648-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1056607410-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1056607410-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1127160154-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1127160154-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1140086188-612x612.jpg,142.2,Merah,,,,
strawberry,istockphoto-1140086188-612x612.jpg,142.2,Merah,,,,
strawberry,istockphoto-1166348633-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1166348633-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1170534449-612x612.jpg,140.6,Merah,,,,
strawberry,istockphoto-1170534449-612x612.jpg,140.6,Merah,,,,
strawberry,istockphoto-1173920026-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1173920026-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1173921402-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1173921402-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1177590220-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-1177590220-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-1180163150-612x612.jpg,4.5,Merah,35.0,Hijau,,
strawberry,istockphoto-1180163150-612x612.jpg,4.5,Merah,35.0,Hijau,,
strawberry,istockphoto-1180163291-612x612.jpg,3.5,Merah,35.0,Hijau,,
strawberry,istockphoto-1180163291-612x612.jpg,3.5,Merah,35.0,Hijau,,
strawberry,istockphoto-1181149583-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1181149583-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1210359754-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1210359754-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1249538191-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1249538191-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1250636720-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1250636720-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-1297530672-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-1297530672-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-1309538077-612x612.jpg,71.6,Merah,,,,
strawberry,istockphoto-1309538077-612x612.jpg,71.6,Merah,,,,
strawberry,istockphoto-1310793420-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1310793420-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1310793536-612x612.jpg,1.5,Merah,39.0,Hijau,,
strawberry,istockphoto-1310793536-612x612.jpg,1.5,Merah,39.0,Hijau,,
strawberry,istockphoto-1318910681-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1318910681-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1323348967-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1323348967-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1353381547-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1353381547-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1372477142-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1372477142-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-1372477301-612x612.jpg,141.2,Merah,,,,
strawberry,istockphoto-1372477301-612x612.jpg,141.2,Merah,,,,
strawberry,istockphoto-1374147644-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1374147644-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1385278889-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-1385278889-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-1419022553-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1419022553-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1468233943-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1468233943-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1472288451-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-1472288451-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-153588338-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-153588338-612x612.jpg,176.0,Merah,,,,
strawberry,istockphoto-158359330-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-158359330-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-160547309-612x612.jpg,1.5,Merah,39.0,Hijau,,
strawberry,istockphoto-160547309-612x612.jpg,1.5,Merah,39.0,Hijau,,
strawberry,istockphoto-2165276131-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-2165276131-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-2167524192-612x612.jpg,177.0,Merah,,,,
strawberry,istockphoto-2167524192-612x612.jpg,177.0,Merah,,,,
strawberry,istockphoto-2174035026-612x612.jpg,71.6,Merah,,,,
strawberry,istockphoto-2174035026-612x612.jpg,71.6,Merah,,,,
strawberry,istockphoto-2175145468-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-2175145468-612x612.jpg,107.0,Merah,,,,
strawberry,istockphoto-2205087484-612x612.jpg,141.4,Merah,,,,
strawberry,istockphoto-2205087484-612x612.jpg,141.4,Merah,,,,
strawberry,istockphoto-2211945863-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-2211945863-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-513685968-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-513685968-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-531797764-612x612.jpg,133.25,Merah,31.0,Kuning,,
strawberry,istockphoto-531797764-612x612.jpg,133.25,Merah,31.0,Kuning,,
strawberry,istockphoto-542794130-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-542794130-612x612.jpg,2.0,Merah,,,,
strawberry,istockphoto-647413632-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-647413632-612x612.jpg,72.0,Merah,,,,
strawberry,istockphoto-689987186-612x612.jpg,141.6,Merah,,,,
strawberry,istockphoto-689987186-612x612.jpg,141.6,Merah,,,,
strawberry,istockphoto-91350333-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-91350333-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-937411738-612x612.jpg,36.8,Merah,,,,
strawberry,istockphoto-937411738-612x612.jpg,36.8,Merah,,,,
strawberry,istockphoto-96991698-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-96991698-612x612.jpg,3.0,Merah,,,,
strawberry,istockphoto-971654640-612x612.jpg,177.0,Merah,,,,
strawberry,istockphoto-971654640-612x612.jpg,177.0,Merah,,,,
